pattern_id,side,pattern,error
126,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=15m:20/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
127,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=15m:20/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
128,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=15m:20/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
129,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=15m:30/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
130,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=15m:30/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
131,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=15m:30/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
132,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=15m:30/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
133,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:10/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
134,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:10/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
135,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:10/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
136,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:10/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
137,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:20/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
138,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:20/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
139,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:20/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
140,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:20/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
141,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:30/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
142,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:30/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
143,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:30/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
144,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.0/0.1|vol=30m:30/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
145,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:10/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
146,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:10/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
147,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:10/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
148,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:10/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
149,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:20/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
150,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:20/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
151,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:20/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
152,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:20/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
153,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:30/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
154,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:30/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
155,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:30/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
156,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=5m:30/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
157,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:10/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
158,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:10/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
159,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:10/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
160,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:10/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
161,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:20/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
162,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:20/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
163,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:20/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
164,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:20/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
165,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:30/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
166,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:30/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
167,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:30/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
168,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=15m:30/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
169,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:10/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
170,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:10/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
171,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:10/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
172,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:10/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
173,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:20/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
174,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:20/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
175,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:20/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
176,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:20/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
177,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:30/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
178,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:30/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
179,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:30/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
180,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.0|vol=30m:30/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
181,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:10/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
182,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:10/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
183,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:10/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
184,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:10/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
185,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:20/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
186,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:20/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
187,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:20/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
188,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:20/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
189,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:30/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
190,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:30/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
191,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:30/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
192,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=5m:30/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
193,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=15m:10/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
194,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=15m:10/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
195,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=15m:10/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
196,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=15m:10/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
197,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=15m:20/0.8,"AttributeError(""'Period' object has no attribute 'astype'"")"
198,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=15m:20/1.0,"AttributeError(""'Period' object has no attribute 'astype'"")"
199,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=15m:20/1.2,"AttributeError(""'Period' object has no attribute 'astype'"")"
200,error,use=ma+macd|hold=3|ma=5m:5/25/0.0|macd=5m:6/19/5|ichi=5m:7/22/44|bb=5m:10/2.5/0.1|vol=15m:20/1.5,"AttributeError(""'Period' object has no attribute 'astype'"")"
