system,signal_dt,entry_dt,exit_dt,year,month,pnl_pt,pnl_yen,result
①,2024-01-15 23:40:00,2024-01-15 23:45:00,2024-01-15 23:55:00,2024,1,-62.2,-622.0,SL
①,2024-01-15 23:45:00,2024-01-15 23:50:00,2024-01-15 23:55:00,2024,1,-62.2,-622.0,SL
①,2024-01-15 23:50:00,2024-01-15 23:55:00,2024-01-15 23:55:00,2024,1,-62.2,-622.0,SL
①,2024-01-18 19:00:00,2024-01-18 19:05:00,2024-01-18 19:30:00,2024,1,-62.2,-622.0,SL
①,2024-01-18 19:05:00,2024-01-18 19:10:00,2024-01-18 23:15:00,2024,1,-17.2,-172.0,TIME
①,2024-01-18 19:10:00,2024-01-18 19:15:00,2024-01-18 19:30:00,2024,1,-62.2,-622.0,SL
①,2024-01-18 19:15:00,2024-01-18 19:20:00,2024-01-18 20:00:00,2024,1,-62.2,-622.0,SL
①,2024-01-18 19:20:00,2024-01-18 19:25:00,2024-01-18 23:30:00,2024,1,-32.2,-322.0,TIME
①,2024-01-18 20:25:00,2024-01-18 20:30:00,2024-01-18 23:00:00,2024,1,-62.2,-622.0,SL
①,2024-01-18 20:30:00,2024-01-18 20:35:00,2024-01-18 23:00:00,2024,1,-62.2,-622.0,SL
①,2024-01-18 20:35:00,2024-01-18 20:40:00,2024-01-18 23:00:00,2024,1,-62.2,-622.0,SL
①,2024-01-18 20:40:00,2024-01-18 20:45:00,2024-01-18 23:35:00,2024,1,-62.2,-622.0,SL
①,2024-01-18 20:45:00,2024-01-18 20:50:00,2024-01-18 23:00:00,2024,1,-62.2,-622.0,SL
①,2024-01-18 20:50:00,2024-01-18 20:55:00,2024-01-18 23:00:00,2024,1,-62.2,-622.0,SL
①,2024-01-18 20:55:00,2024-01-18 21:00:00,2024-01-18 23:10:00,2024,1,-62.2,-622.0,SL
①,2024-01-18 21:00:00,2024-01-18 21:05:00,2024-01-18 23:00:00,2024,1,-62.2,-622.0,SL
