combo_size,condition,n,hit_rate_pct,avg_up_move,avg_down_move,median_up_move,median_down_move,avg_close_move
3,cat_dist_ma20=far_above & cat_prev_day_change=prev_big_up & time_bucket_15m=08:45-09:00,32,78.12,140.31,-114.06,102.5,-87.5,37.81
3,cat_dist_ma20=far_above & flag_hold_prev_low=hold_prev_low & time_bucket_15m=23:00-23:15,32,78.12,164.22,-149.53,57.5,-107.5,30.31
3,cat_body_ratio=body_mid & cat_prev_day_change=prev_big_down & time_bucket_15m=09:00-09:15,96,78.12,102.14,-120.78,57.5,-90.0,-3.75
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_expand & time_bucket_15m=13:30-13:45,32,78.12,98.59,-138.91,80.0,-107.5,-42.66
3,cat_trend=trend_mixed & cat_body_ratio=body_small & time_bucket_15m=08:45-09:00,73,78.08,84.25,-93.29,70.0,-75.0,1.78
3,cat_body_ratio=body_small & cat_prev_day_change=prev_flat & time_bucket_15m=08:45-09:00,114,78.07,86.36,-93.77,55.0,-80.0,-9.96
3,flag_pullback_2bar=no_pullback_2bar & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=09:00-09:15,228,78.07,82.94,-98.38,57.5,-70.0,-12.3
3,cat_prev_day_change=prev_big_up & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=09:00-09:15,196,78.06,85.08,-93.29,65.0,-75.0,-8.11
3,cat_atr_ratio=atr_high & flag_pullback_2bar=no_pullback_2bar & time_bucket_15m=15:45-16:00,41,78.05,-248.05,-366.71,-205.0,-330.0,-315.12
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_squeeze & cat_prev_day_change=prev_down,50,78.0,116.8,-118.2,67.5,-80.0,-6.2
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=09:45-10:00,100,78.0,98.4,-108.35,75.0,-82.5,-9.6
2,cat_dist_ma20=far_above & time_bucket_15m=08:45-09:00,118,77.97,138.22,-145.97,90.0,-100.0,-1.65
3,cat_trend=trend_up & cat_dist_ma20=far_above & time_bucket_15m=08:45-09:00,118,77.97,138.22,-145.97,90.0,-100.0,-1.65
3,cat_rsi=rsi_low & cat_prev_day_change=prev_big_down & time_bucket_15m=08:45-09:00,118,77.97,114.32,-142.88,67.5,-105.0,-31.14
3,cat_dist_ma20=far_above & cat_bb_ratio=bb_squeeze & flag_hold_prev_low=break_prev_low,68,77.94,142.5,-106.4,80.0,-80.0,39.63
3,cat_dist_ma20=far_below & flag_hold_prev_low=break_prev_low & time_bucket_15m=09:45-10:00,77,77.92,101.95,-107.92,75.0,-80.0,-1.95
3,cat_dist_ma20=far_above & cat_bb_ratio=bb_expand & time_bucket_15m=08:45-09:00,113,77.88,133.45,-142.08,90.0,-95.0,-5.93
2,cat_dist_ma20=far_below & time_bucket_15m=09:45-10:00,113,77.88,98.81,-109.25,75.0,-85.0,-9.07
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=09:45-10:00,113,77.88,98.81,-109.25,75.0,-85.0,-9.07
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_expand & time_bucket_15m=09:45-10:00,113,77.88,98.81,-109.25,75.0,-85.0,-9.07
3,flag_break_prev_high=no_break_prev_high & time_bucket_15m=08:45-09:00 & weekday=Monday,244,77.87,99.69,-116.39,57.5,-85.0,-8.11
3,cat_dist_ma20=far_below & flag_break_prev_low=no_break_prev_low & time_bucket_15m=08:45-09:00,36,77.78,231.25,-152.92,122.5,-110.0,53.61
3,cat_rsi=rsi_midlow & time_bucket_15m=08:45-09:00 & weekday=Monday,45,77.78,104.67,-99.89,70.0,-75.0,8.78
3,flag_break_prev_low=break_prev_low & time_bucket_15m=08:45-09:00 & weekday=Friday,126,77.78,85.16,-96.11,70.0,-75.0,1.39
