combo_size,condition,n,hit_rate_pct,avg_up_move,avg_down_move,median_up_move,median_down_move,avg_close_move
3,cat_gap=gap_up & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=05:45-06:00,39,74.36,208.46,-220.64,225.0,-110.0,57.95
3,cat_trend=trend_down & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,241,74.27,494.05,-89.25,340.0,-30.0,378.07
3,cat_atr_ratio=atr_high & flag_break_prev_low=break_prev_low & time_bucket_15m=15:30-15:45,66,74.24,415.83,-113.71,372.5,-30.0,260.53
3,cat_dist_ma20=far_below & flag_bull=bull & time_bucket_15m=08:45-09:00,31,74.19,363.39,-271.13,200.0,-210.0,92.1
3,cat_dist_ma20=far_below & flag_hold_prev_high=hold_prev_high & time_bucket_15m=21:45-22:00,31,74.19,196.29,-116.61,175.0,-95.0,52.42
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=13:30-13:45,31,74.19,226.94,-380.48,225.0,-105.0,-112.74
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_squeeze & weekday=Thursday,58,74.14,302.16,-252.84,220.0,-307.5,1.21
3,cat_body_ratio=body_small & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:00-15:15,193,74.09,472.05,-126.09,300.0,-70.0,355.91
3,cat_vol_ratio=vol_high & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:00-15:15,273,73.99,409.4,-109.91,325.0,-50.0,295.92
3,cat_body_ratio=body_small & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30,115,73.91,498.22,-162.83,350.0,-90.0,346.22
3,cat_dist_ma20=far_below & flag_pullback_vol_weak=pullback_vol_not_weak & time_bucket_15m=23:00-23:15,46,73.91,457.72,-501.52,302.5,-235.0,26.09
3,cat_dist_ma20=far_below & flag_hold_prev_low=break_prev_low & time_bucket_15m=23:15-23:30,46,73.91,444.02,-583.15,257.5,-380.0,-74.46
3,cat_dist_ma20=far_below & flag_hold_prev_low=break_prev_low & time_bucket_15m=23:00-23:15,46,73.91,468.15,-626.85,285.0,-302.5,-79.35
3,cat_prev_day_change=prev_up & flag_hold_prev_low=break_prev_low & time_bucket_15m=15:30-15:45,65,73.85,397.08,-164.54,325.0,-30.0,204.15
3,cat_bb_ratio=bb_squeeze & cat_prev_day_change=prev_big_down & time_bucket_15m=23:00-23:15,65,73.85,253.23,-401.15,195.0,-140.0,-115.0
3,cat_prev_day_change=prev_up & time_bucket_15m=15:30-15:45 & weekday=Monday,42,73.81,370.48,-232.74,312.5,-17.5,90.95
3,cat_vol_ratio=vol_spike & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,76,73.68,394.8,-73.09,282.5,-30.0,298.95
3,cat_trend=trend_down & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:00-15:15,425,73.65,424.68,-84.32,275.0,-40.0,325.92
3,cat_bb_ratio=bb_expand & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30,258,73.64,444.61,-24.3,317.5,-50.0,316.14
3,cat_gap=gap_down & flag_break_prev_low=break_prev_low & time_bucket_15m=15:30-15:45,72,73.61,527.92,-119.1,370.0,-35.0,356.32
3,cat_gap=gap_flat & time_bucket_15m=15:00-15:15 & weekday=Monday,72,73.61,305.49,-101.25,210.0,-25.0,188.75
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=21:45-22:00,34,73.53,215.0,-117.94,175.0,-97.5,67.21
3,cat_dist_ma20=far_below & cat_gap=gap_down & time_bucket_15m=21:45-22:00,30,73.33,248.67,-127.33,172.5,-97.5,91.17
3,cat_dist_ma20=far_below & cat_gap=gap_down & time_bucket_15m=23:00-23:15,45,73.33,498.78,-650.11,300.0,-305.0,-41.78
3,cat_rsi=rsi_low & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:00-15:15,262,73.28,421.76,-84.52,270.0,-40.0,328.34
2,cat_dist_ma20=far_below & time_bucket_15m=23:00-23:15,56,73.21,463.3,-575.18,285.0,-285.0,-25.18
