combo_size,condition,n,hit_rate_pct,avg_up_move,avg_down_move,median_up_move,median_down_move,avg_close_move
3,cat_rsi=rsi_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,377,78.25,100.08,-465.94,40.0,-335.0,-357.2
3,cat_trend=trend_up & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,101,78.22,-338.76,-530.2,-200.0,-350.0,-426.63
3,flag_pullback_2bar=no_pullback_2bar & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,55,78.18,322.45,-279.73,240.0,-230.0,54.91
3,flag_bull=bull & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,32,78.12,302.97,-219.69,265.0,-170.0,35.62
3,cat_gap=gap_up & time_bucket_15m=15:15-15:30 & weekday=Monday,96,78.12,65.42,-528.54,42.5,-300.0,-364.95
3,cat_prev_day_change=prev_big_up & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,41,78.05,-299.63,-504.88,-175.0,-310.0,-392.07
3,cat_dist_ma20=near_above & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,113,77.88,-299.29,-488.58,-195.0,-330.0,-389.29
3,cat_rsi=rsi_midhigh & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,122,77.87,72.17,-486.72,25.0,-372.5,-373.93
3,cat_body_ratio=body_small & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,230,77.83,103.67,-440.54,60.0,-307.5,-331.7
3,cat_bb_ratio=bb_mid & cat_prev_day_change=prev_big_down & time_bucket_15m=08:45-09:00,36,77.78,101.67,-255.0,62.5,-257.5,-91.81
3,cat_bb_ratio=bb_expand & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,306,77.78,29.31,-440.26,45.0,-275.0,-323.82
3,cat_gap=gap_flat & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,162,77.78,34.97,-418.36,47.5,-290.0,-333.21
3,cat_bb_ratio=bb_expand & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,448,77.68,96.12,-444.03,40.0,-307.5,-334.12
3,flag_bull=bull & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,223,77.58,95.16,-554.15,30.0,-370.0,-413.79
3,cat_dist_ma20=far_below & flag_break_prev_low=break_prev_low & time_bucket_15m=23:15-23:30,31,77.42,452.1,-536.29,300.0,-345.0,-18.55
3,cat_atr_ratio=atr_low & cat_prev_day_change=prev_flat & time_bucket_15m=14:30-14:45,31,77.42,120.97,-155.48,100.0,-145.0,-24.84
3,cat_vol_ratio=vol_spike & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,53,77.36,295.0,-269.15,220.0,-210.0,23.49
3,cat_dist_ma20=far_below & flag_bull=not_bull & time_bucket_15m=23:00-23:15,48,77.08,478.54,-621.67,300.0,-322.5,-47.29
3,flag_pullback_2bar=no_pullback_2bar & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,100,77.0,-299.35,-484.95,-225.0,-380.0,-375.8
3,cat_rsi=rsi_midhigh & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,243,76.95,93.6,-460.06,50.0,-365.0,-351.81
3,cat_gap=gap_flat & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,125,76.8,72.2,-464.32,35.0,-305.0,-369.08
3,cat_prev_day_change=prev_up & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,224,76.79,95.31,-411.56,45.0,-330.0,-309.87
3,flag_pullback_2bar=no_pullback_2bar & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,206,76.7,76.82,-577.69,30.0,-372.5,-447.67
3,cat_dist_ma20=far_above & cat_gap=gap_down & time_bucket_15m=10:30-10:45,30,76.67,112.83,-188.0,70.0,-175.0,-80.33
3,cat_dist_ma20=near_above & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,586,76.62,92.84,-448.83,42.5,-325.0,-345.15
3,flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30 & weekday=Thursday,175,76.57,82.66,-427.8,55.0,-385.0,-278.17
3,flag_pullback_vol_weak=pullback_vol_not_weak & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,260,76.54,128.08,-464.62,72.5,-287.5,-328.79
3,cat_vol_ratio=vol_high & cat_prev_day_change=prev_big_down & time_bucket_15m=05:30-05:45,34,76.47,210.0,-301.18,72.5,-205.0,-88.24
3,cat_prev_day_change=prev_big_up & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,204,76.47,81.45,-407.89,40.0,-265.0,-304.61
3,cat_prev_day_change=prev_big_down & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,34,76.47,-326.76,-578.24,-295.0,-480.0,-425.29
3,flag_hold_prev_high=break_prev_high & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=15:30-15:45,38,76.32,174.87,-424.74,47.5,-267.5,-202.11
3,cat_rsi=rsi_midlow & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,42,76.19,-178.57,-370.95,-237.5,-402.5,-266.9
3,flag_break_prev_high=break_prev_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,109,76.15,-280.23,-476.93,-220.0,-400.0,-372.98
3,flag_hold_prev_high=break_prev_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,109,76.15,-280.23,-476.93,-220.0,-400.0,-372.98
3,cat_vol_ratio=vol_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,226,75.66,106.57,-454.36,70.0,-310.0,-304.25
3,cat_prev_day_change=prev_up & time_bucket_15m=15:15-15:30 & weekday=Tuesday,41,75.61,40.61,-361.71,55.0,-155.0,-200.85
3,cat_prev_day_change=prev_big_down & time_bucket_15m=15:15-15:30 & weekday=Thursday,41,75.61,136.83,-465.49,50.0,-535.0,-295.85
3,cat_atr_ratio=atr_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,41,75.61,115.0,-532.93,80.0,-240.0,-393.9
3,cat_trend=trend_mixed & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,90,75.56,62.11,-446.67,15.0,-365.0,-317.67
3,cat_atr_ratio=atr_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,406,75.37,103.88,-416.74,40.0,-317.5,-308.41
3,cat_prev_day_change=prev_down & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,146,75.34,94.11,-384.55,35.0,-332.5,-249.73
3,cat_gap=gap_up & time_bucket_15m=15:00-15:15 & weekday=Monday,150,75.33,109.1,-489.53,35.0,-322.5,-335.33
3,cat_vol_ratio=vol_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,154,75.32,98.8,-542.73,35.0,-385.0,-384.97
3,cat_trend=trend_up & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,283,75.27,87.01,-555.97,25.0,-345.0,-434.4
3,cat_atr_ratio=atr_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,242,75.21,47.67,-437.4,55.0,-277.5,-325.21
3,flag_break_prev_low=no_break_prev_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,129,75.19,-265.16,-459.26,-200.0,-375.0,-354.96
3,flag_hold_prev_low=hold_prev_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,129,75.19,-265.16,-459.26,-200.0,-375.0,-354.96
3,flag_break_prev_high=no_break_prev_high & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,32,75.0,388.28,-331.09,262.5,-320.0,72.03
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_mid & weekday=Wednesday,36,75.0,293.75,-302.08,232.5,-272.5,46.67
3,cat_dist_ma20=far_below & flag_hold_prev_high=hold_prev_high & time_bucket_15m=23:00-23:15,48,75.0,468.23,-610.1,277.5,-235.0,-55.0
3,cat_dist_ma20=far_below & flag_bull=not_bull & time_bucket_15m=23:15-23:30,48,75.0,442.19,-583.75,292.5,-380.0,-88.85
3,cat_rsi=rsi_midhigh & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,144,75.0,47.81,-440.17,55.0,-362.5,-330.94
3,cat_vol_ratio=vol_spike & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,56,75.0,108.3,-466.61,67.5,-252.5,-347.68
3,cat_vol_ratio=vol_spike & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,115,74.78,100.04,-390.57,50.0,-300.0,-297.91
3,flag_hold_prev_high=break_prev_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,352,74.72,58.32,-435.44,55.0,-282.5,-314.49
3,cat_vol_ratio=vol_spike & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=14:45-15:00,87,74.71,83.33,-360.98,55.0,-245.0,-275.75
3,cat_vol_ratio=vol_spike & time_bucket_15m=23:30-23:45 & weekday=Friday,79,74.68,321.77,-380.0,95.0,-280.0,-11.65
3,cat_prev_day_change=prev_big_down & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,158,74.68,125.13,-551.52,60.0,-382.5,-405.32
3,cat_rsi=rsi_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,213,74.65,55.66,-360.68,60.0,-265.0,-246.43
3,cat_bb_ratio=bb_squeeze & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,71,74.65,-284.65,-449.65,-300.0,-400.0,-361.76
3,cat_vol_ratio=vol_normal & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,291,74.57,123.09,-426.48,60.0,-300.0,-286.07
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=23:00-23:15,55,74.55,461.91,-585.0,270.0,-305.0,-35.09
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=23:00-23:15,55,74.55,460.73,-584.82,270.0,-305.0,-36.55
3,cat_dist_ma20=far_below & flag_break_prev_low=break_prev_low & time_bucket_15m=23:00-23:15,39,74.36,452.31,-670.38,255.0,-265.0,-146.15
3,flag_break_prev_high=break_prev_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,195,74.36,116.59,-453.54,55.0,-320.0,-331.28
3,flag_break_prev_high=break_prev_high & time_bucket_15m=15:30-15:45 & weekday=Wednesday,39,74.36,149.87,-526.03,55.0,-310.0,-351.03
3,cat_gap=gap_up & flag_break_prev_high=break_prev_high & time_bucket_15m=15:30-15:45,74,74.32,85.41,-594.93,30.0,-387.5,-441.01
3,cat_dist_ma20=near_below & flag_break_prev_high=break_prev_high & time_bucket_15m=15:30-15:45,35,74.29,109.29,-537.86,35.0,-440.0,-372.57
3,flag_break_prev_high=break_prev_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,225,74.22,4.64,-444.6,40.0,-295.0,-331.56
3,cat_dist_ma20=far_below & flag_break_prev_low=no_break_prev_low & time_bucket_15m=10:45-11:00,31,74.19,119.68,-220.81,75.0,-195.0,-46.77
3,cat_vol_ratio=vol_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,333,74.17,97.42,-417.48,55.0,-300.0,-317.25
3,flag_bull=bull & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,440,74.09,106.77,-427.53,55.0,-280.0,-312.8
3,cat_prev_day_change=prev_big_down & time_bucket_15m=09:00-09:15 & weekday=Wednesday,54,74.07,174.17,-192.5,80.0,-170.0,-57.5
3,cat_prev_day_change=prev_big_down & flag_pullback_vol_weak=pullback_vol_not_weak & time_bucket_15m=15:15-15:30,77,74.03,278.38,-463.05,85.0,-260.0,-148.51
3,cat_prev_day_change=prev_down & flag_break_prev_high=break_prev_high & time_bucket_15m=15:30-15:45,50,74.0,103.5,-406.3,45.0,-352.5,-244.1
3,cat_prev_day_change=prev_down & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,50,74.0,-176.1,-359.3,-192.5,-335.0,-256.9
3,flag_hold_prev_low=break_prev_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,373,73.99,101.34,-415.12,50.0,-310.0,-308.28
3,cat_bb_ratio=bb_expand & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,238,73.95,97.33,-499.35,35.0,-305.0,-357.58
3,cat_dist_ma20=far_below & flag_hold_prev_low=break_prev_low & time_bucket_15m=23:00-23:15,46,73.91,468.15,-626.85,285.0,-302.5,-79.35
3,cat_rsi=rsi_midhigh & cat_prev_day_change=prev_down & time_bucket_15m=15:30-15:45,46,73.91,184.57,-364.02,30.0,-347.5,-145.54
3,cat_dist_ma20=near_above & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,382,73.82,52.29,-447.83,55.0,-287.5,-328.64
3,cat_rsi=rsi_midlow & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,141,73.76,114.89,-479.86,30.0,-355.0,-324.36
3,cat_rsi=rsi_high & cat_atr_ratio=atr_high & time_bucket_15m=15:00-15:15,213,73.71,186.88,-369.2,40.0,-260.0,-178.26
3,cat_dist_ma20=near_above & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,307,73.62,84.97,-482.83,25.0,-325.0,-364.56
3,flag_pullback_vol_weak=pullback_vol_weak & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,341,73.61,101.6,-415.45,60.0,-290.0,-300.98
3,cat_vol_ratio=vol_spike & cat_prev_day_change=prev_big_down & time_bucket_15m=23:30-23:45,53,73.58,356.23,-422.08,210.0,-250.0,-1.6
3,cat_dist_ma20=far_below & cat_gap=gap_down & time_bucket_15m=23:15-23:30,53,73.58,464.15,-677.64,285.0,-430.0,-153.58
3,cat_rsi=rsi_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,242,73.55,38.08,-488.08,50.0,-292.5,-367.05
3,flag_break_prev_low=no_break_prev_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,925,73.51,100.85,-411.75,45.0,-295.0,-296.7
3,flag_hold_prev_low=hold_prev_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,433,73.44,57.36,-415.27,55.0,-270.0,-293.93
3,cat_prev_day_change=prev_up & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,139,73.38,26.12,-437.55,55.0,-330.0,-326.51
3,cat_atr_ratio=atr_low & cat_prev_day_change=prev_big_down & time_bucket_15m=14:30-14:45,30,73.33,96.67,-233.83,72.5,-185.0,-128.67
3,cat_dist_ma20=far_below & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=23:15-23:30,60,73.33,432.92,-626.33,257.5,-415.0,-139.5
3,cat_vol_ratio=vol_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,210,73.33,-38.38,-411.19,45.0,-290.0,-304.81
3,cat_bb_ratio=bb_squeeze & flag_break_prev_high=break_prev_high & time_bucket_15m=15:30-15:45,75,73.33,128.67,-481.53,35.0,-365.0,-309.53
3,flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15 & weekday=Wednesday,225,73.33,89.16,-434.0,60.0,-275.0,-347.33
3,flag_break_prev_high=break_prev_high & flag_pullback_2bar=no_pullback_2bar & time_bucket_15m=15:30-15:45,75,73.33,134.0,-567.13,40.0,-320.0,-385.67
3,cat_prev_day_change=prev_big_down & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,101,73.27,112.87,-606.98,40.0,-445.0,-407.67
3,cat_body_ratio=body_large & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,187,73.26,101.39,-522.81,30.0,-325.0,-384.76
3,flag_pullback_2bar=pullback_2bar & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,796,73.24,99.99,-414.91,50.0,-310.0,-303.83
2,cat_dist_ma20=far_below & time_bucket_15m=23:00-23:15,56,73.21,463.3,-575.18,285.0,-285.0,-25.18
3,cat_dist_ma20=far_below & cat_rsi=rsi_low & time_bucket_15m=23:00-23:15,56,73.21,463.3,-575.18,285.0,-285.0,-25.18
3,cat_vol_ratio=vol_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,97,73.2,-348.66,-575.82,-300.0,-500.0,-447.42
3,flag_hold_prev_high=hold_prev_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,710,73.1,92.13,-399.8,40.0,-290.0,-292.31
3,flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=14:45-15:00 & weekday=Monday,178,73.03,68.54,-453.12,50.0,-330.0,-366.43
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=23:15-23:30,63,73.02,436.35,-608.57,260.0,-415.0,-119.52
2,flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,1111,73.0,99.8,-407.49,45.0,-295.0,-295.05
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_expand & time_bucket_15m=23:00-23:15,48,72.92,482.4,-512.29,300.0,-235.0,43.02
3,flag_hold_prev_high=break_prev_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,401,72.82,113.37,-421.11,60.0,-295.0,-299.89
3,flag_hold_prev_low=hold_prev_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,456,72.81,88.84,-499.19,30.0,-337.5,-368.16
3,flag_hold_prev_low=break_prev_low & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,33,72.73,381.36,-319.09,275.0,-300.0,61.67
3,cat_dist_ma20=far_above & cat_prev_day_change=prev_big_down & time_bucket_15m=09:15-09:30,33,72.73,236.67,-217.58,95.0,-195.0,23.33
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=23:00-23:15,55,72.73,461.55,-582.64,270.0,-305.0,-35.27
3,cat_atr_ratio=atr_low & cat_gap=gap_up & time_bucket_15m=15:00-15:15,33,72.73,219.24,-373.48,100.0,-205.0,-126.82
3,cat_atr_ratio=atr_low & flag_hold_prev_high=break_prev_high & time_bucket_15m=15:15-15:30,33,72.73,187.73,-423.48,95.0,-295.0,-202.12
3,flag_pullback_vol_weak=pullback_vol_not_weak & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,770,72.73,99.0,-403.97,40.0,-295.0,-292.42
3,flag_break_prev_high=no_break_prev_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,916,72.71,96.22,-397.69,45.0,-277.5,-287.33
3,flag_break_prev_low=no_break_prev_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,577,72.62,74.1,-422.4,60.0,-275.0,-300.0
3,flag_pullback_2bar=no_pullback_2bar & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,263,72.62,16.67,-415.99,55.0,-270.0,-307.19
3,flag_break_prev_low=no_break_prev_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,529,72.59,97.22,-490.7,30.0,-325.0,-352.54
3,cat_dist_ma20=far_below & cat_vol_ratio=vol_high & cat_bb_ratio=bb_squeeze,102,72.55,211.81,-371.86,157.5,-247.5,-113.92
3,flag_bull=bull & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,284,72.54,137.06,-454.24,75.0,-272.5,-314.33
3,cat_prev_day_change=prev_down & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,189,72.49,49.58,-338.97,70.0,-265.0,-229.39
3,flag_hold_prev_low=hold_prev_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,738,72.49,99.02,-403.64,45.0,-280.0,-288.35
3,cat_trend=trend_up & cat_gap=gap_up & time_bucket_15m=15:00-15:15,367,72.48,142.06,-406.47,45.0,-275.0,-240.45
3,cat_prev_day_change=prev_big_up & time_bucket_15m=23:00-23:15 & weekday=Thursday,69,72.46,275.87,-389.86,80.0,-250.0,-89.06
3,cat_gap=gap_flat & time_bucket_15m=15:00-15:15 & weekday=Tuesday,87,72.41,169.08,-323.1,35.0,-235.0,-88.22
3,flag_pullback_2bar=no_pullback_2bar & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,315,72.38,99.32,-388.76,45.0,-270.0,-272.84
3,cat_body_ratio=body_large & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,315,72.38,104.6,-434.89,50.0,-295.0,-323.57
