combo_size,condition,n,hit_rate_pct,avg_up_move,avg_down_move,median_up_move,median_down_move,avg_close_move
3,cat_bb_ratio=bb_squeeze & cat_prev_day_change=prev_big_down & time_bucket_15m=23:30-23:45,39,79.49,389.87,-254.36,235.0,-65.0,170.13
2,cat_dist_ma20=far_below & time_bucket_15m=21:30-21:45,34,79.41,220.88,-97.35,145.0,-77.5,92.65
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=21:30-21:45,34,79.41,220.88,-97.35,145.0,-77.5,92.65
3,cat_dist_ma20=far_below & cat_rsi=rsi_low & time_bucket_15m=21:30-21:45,34,79.41,220.88,-97.35,145.0,-77.5,92.65
3,cat_dist_ma20=far_below & cat_rsi=rsi_midlow & cat_atr_ratio=atr_high,34,79.41,183.38,-136.18,137.5,-70.0,30.88
3,cat_gap=gap_down & cat_prev_day_change=prev_up & time_bucket_15m=15:30-15:45,87,79.31,346.03,-121.78,285.0,-20.0,196.21
3,cat_trend=trend_down & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,241,79.25,479.11,-80.19,340.0,-30.0,374.73
3,flag_break_prev_low=break_prev_low & time_bucket_15m=15:30-15:45 & weekday=Friday,48,79.17,450.1,-87.29,395.0,-22.5,316.77
3,cat_dist_ma20=far_below & cat_gap=gap_down & time_bucket_15m=08:45-09:00,43,79.07,273.37,-288.6,200.0,-260.0,12.33
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_expand & time_bucket_15m=13:15-13:30,38,78.95,166.58,-145.92,132.5,-120.0,0.53
3,cat_dist_ma20=far_below & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=08:45-09:00,71,78.87,293.94,-210.92,180.0,-115.0,93.24
3,cat_bb_ratio=bb_expand & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,240,78.75,456.0,-86.08,337.5,-22.5,331.6
3,cat_trend=trend_down & cat_gap=gap_down & time_bucket_15m=15:45-16:00,47,78.72,453.09,284.79,290.0,145.0,351.06
3,cat_dist_ma20=far_below & flag_hold_prev_high=hold_prev_high & time_bucket_15m=12:45-13:00,47,78.72,122.45,-160.53,110.0,-95.0,-25.21
3,cat_prev_day_change=prev_up & time_bucket_15m=15:30-15:45 & weekday=Monday,42,78.57,369.05,-228.81,312.5,-17.5,113.45
3,flag_pullback_2bar=pullback_2bar & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,363,78.51,477.64,-80.8,355.0,-20.0,358.15
3,cat_prev_day_change=prev_up & flag_hold_prev_low=break_prev_low & time_bucket_15m=15:30-15:45,65,78.46,383.15,-159.31,325.0,-25.0,200.85
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=13:15-13:30,37,78.38,165.14,-147.03,130.0,-115.0,-5.27
3,cat_atr_ratio=atr_high & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,166,78.31,387.83,-77.26,350.0,-25.0,287.02
3,flag_hold_prev_high=hold_prev_high & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,371,78.17,478.32,-78.44,355.0,-20.0,361.55
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=21:30-21:45,32,78.12,202.97,-97.66,137.5,-77.5,76.72
3,cat_trend=trend_up & cat_rsi=rsi_midlow & time_bucket_15m=08:45-09:00,32,78.12,151.41,-158.12,145.0,-100.0,-17.03
3,cat_bb_ratio=bb_expand & flag_break_prev_low=break_prev_low & time_bucket_15m=15:30-15:45,82,78.05,460.18,-138.35,355.0,-30.0,294.94
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=12:45-13:00,50,78.0,123.9,-163.1,110.0,-112.5,-21.0
3,flag_bull=not_bull & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,339,77.88,471.87,-75.41,360.0,-25.0,360.31
3,cat_gap=gap_down & flag_break_prev_low=break_prev_low & time_bucket_15m=15:30-15:45,72,77.78,522.78,-104.31,370.0,-27.5,374.58
3,flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45 & weekday=Friday,117,77.78,420.68,-103.38,360.0,-20.0,286.88
3,flag_hold_prev_low=break_prev_low & time_bucket_15m=15:30-15:45 & weekday=Friday,71,77.46,419.58,-108.59,375.0,-20.0,284.23
3,cat_dist_ma20=far_below & cat_rsi=rsi_midlow & cat_atr_ratio=atr_mid,31,77.42,241.61,-204.35,170.0,-120.0,29.68
3,cat_vol_ratio=vol_spike & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,53,77.36,243.02,-212.45,175.0,-145.0,45.85
3,cat_gap=gap_up & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30,66,77.27,395.61,-19.7,370.0,-50.0,315.45
3,flag_break_prev_high=no_break_prev_high & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,435,77.24,462.79,-84.78,350.0,-25.0,342.47
2,flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,61,77.05,252.3,-217.46,180.0,-150.0,40.74
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_squeeze & weekday=Wednesday,65,76.92,238.85,-228.85,165.0,-175.0,16.0
2,cat_dist_ma20=far_below & time_bucket_15m=13:15-13:30,39,76.92,163.72,-144.1,130.0,-115.0,-0.26
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=13:15-13:30,39,76.92,163.72,-144.1,130.0,-115.0,-0.26
3,cat_prev_day_change=prev_flat & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,86,76.74,389.94,-68.43,367.5,-30.0,290.23
3,cat_dist_ma20=far_below & flag_hold_prev_low=break_prev_low & time_bucket_15m=12:45-13:00,43,76.74,121.74,-164.88,110.0,-95.0,-28.49
3,cat_trend=trend_down & cat_prev_day_change=prev_up & time_bucket_15m=15:30-15:45,90,76.67,323.61,-184.06,245.0,-20.0,125.22
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=21:30-21:45,30,76.67,234.0,-94.5,155.0,-77.5,104.33
3,cat_dist_ma20=far_below & flag_bull=not_bull & time_bucket_15m=13:15-13:30,30,76.67,153.5,-159.0,127.5,-125.0,-30.67
3,cat_rsi=rsi_low & time_bucket_15m=15:30-15:45 & weekday=Friday,68,76.47,358.09,-76.18,255.0,-17.5,245.0
3,cat_vol_ratio=vol_high & cat_bb_ratio=bb_squeeze & time_bucket_15m=08:45-09:00,50,76.0,135.2,-123.8,125.0,-77.5,1.6
3,cat_bb_ratio=bb_expand & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00,83,75.9,432.77,269.34,315.0,185.0,336.39
3,cat_vol_ratio=vol_spike & flag_break_prev_low=break_prev_low & time_bucket_15m=15:30-15:45,58,75.86,395.95,-135.6,355.0,-40.0,238.36
3,cat_prev_day_change=prev_down & flag_break_prev_low=break_prev_low & time_bucket_15m=15:30-15:45,33,75.76,546.06,-138.64,400.0,-40.0,377.42
3,flag_hold_prev_low=break_prev_low & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,33,75.76,295.0,-249.7,265.0,-175.0,56.21
3,cat_rsi=rsi_high & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,136,75.74,399.26,-108.05,332.5,-20.0,245.74
3,cat_rsi=rsi_midhigh & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00,37,75.68,484.46,332.43,390.0,290.0,402.97
3,cat_dist_ma20=far_below & cat_rsi=rsi_low & time_bucket_15m=13:15-13:30,37,75.68,157.97,-149.32,130.0,-125.0,-6.89
3,flag_pullback_vol_weak=pullback_vol_weak & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,98,75.51,513.98,-89.39,337.5,-25.0,384.69
3,cat_trend=trend_mixed & cat_prev_day_change=prev_flat & time_bucket_15m=23:30-23:45,53,75.47,400.38,-231.6,185.0,-65.0,180.94
3,cat_dist_ma20=near_below & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,269,75.46,441.82,-85.17,280.0,-25.0,331.65
3,cat_vol_ratio=vol_normal & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,81,75.31,511.6,-115.68,335.0,-20.0,360.12
3,cat_vol_ratio=vol_low & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,153,75.16,460.75,-70.78,340.0,-15.0,342.97
3,flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00 & weekday=Friday,36,75.0,400.28,258.47,415.0,230.0,316.53
3,cat_trend=trend_down & time_bucket_15m=15:45-16:00 & weekday=Friday,32,75.0,302.97,169.38,287.5,165.0,229.69
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_mid & weekday=Wednesday,36,75.0,245.42,-242.22,175.0,-217.5,91.67
3,cat_dist_ma20=far_below & flag_break_prev_low=no_break_prev_low & time_bucket_15m=08:45-09:00,36,75.0,283.47,-215.14,132.5,-142.5,91.11
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=13:15-13:30,36,75.0,158.19,-151.25,127.5,-125.0,-17.5
2,cat_dist_ma20=far_below & time_bucket_15m=12:45-13:00,52,75.0,120.67,-160.1,107.5,-112.5,-20.77
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=12:45-13:00,52,75.0,120.67,-160.1,107.5,-112.5,-20.77
3,cat_dist_ma20=far_below & cat_rsi=rsi_low & time_bucket_15m=12:45-13:00,52,75.0,120.67,-160.1,107.5,-112.5,-20.77
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=12:45-13:00,52,75.0,120.67,-160.1,107.5,-112.5,-20.77
3,cat_atr_ratio=atr_mid & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,311,74.92,487.41,-95.68,335.0,-30.0,351.74
2,flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,494,74.9,442.91,-91.32,332.5,-25.0,319.18
3,flag_pullback_vol_weak=pullback_vol_not_weak & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,396,74.75,425.33,-91.79,325.0,-25.0,302.97
3,cat_prev_day_change=prev_big_down & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,67,74.63,552.76,-121.72,230.0,-50.0,398.36
3,cat_dist_ma20=far_below & cat_rsi=rsi_midlow & flag_pullback_vol_weak=pullback_vol_not_weak,39,74.36,183.97,-192.44,145.0,-150.0,-24.1
3,cat_trend=trend_down & time_bucket_15m=15:30-15:45 & weekday=Friday,97,74.23,375.82,-97.99,270.0,-20.0,249.28
3,cat_trend=trend_down & cat_vol_ratio=vol_spike & time_bucket_15m=15:30-15:45,62,74.19,358.87,-146.77,257.5,-40.0,200.32
3,cat_dist_ma20=far_above & cat_body_ratio=body_small & time_bucket_15m=08:45-09:00,31,74.19,210.16,-177.1,180.0,-120.0,15.65
3,cat_dist_ma20=far_below & flag_hold_prev_high=hold_prev_high & time_bucket_15m=13:15-13:30,31,74.19,169.19,-138.23,135.0,-125.0,-2.42
3,cat_trend=trend_mixed & cat_dist_ma20=far_below & flag_bull=not_bull,31,74.19,183.23,-235.65,130.0,-175.0,-56.29
3,cat_dist_ma20=far_below & cat_vol_ratio=vol_low & cat_bb_ratio=bb_squeeze,81,74.07,227.9,-79.88,170.0,-70.0,88.89
3,cat_gap=gap_up & time_bucket_15m=06:00-06:15 & weekday=Monday,50,74.0,251.7,-19.8,140.0,-50.0,118.2
3,cat_dist_ma20=far_below & flag_pullback_vol_weak=pullback_vol_not_weak & time_bucket_15m=12:45-13:00,50,74.0,117.6,-147.6,102.5,-102.5,-4.6
3,cat_trend=trend_down & time_bucket_15m=06:00-06:15 & weekday=Tuesday,46,73.91,153.37,-91.63,130.0,-70.0,12.83
2,flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00,160,73.75,419.88,262.47,322.5,182.5,329.41
3,flag_bull=not_bull & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00,160,73.75,419.88,262.47,322.5,182.5,329.41
3,flag_pullback_vol_weak=pullback_vol_weak & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00,160,73.75,419.88,262.47,322.5,182.5,329.41
3,cat_bb_ratio=bb_mid & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,95,73.68,488.95,-84.05,380.0,-25.0,362.79
3,cat_rsi=rsi_midlow & cat_prev_day_change=prev_big_down & time_bucket_15m=23:30-23:45,57,73.68,303.51,-222.98,145.0,-130.0,113.77
3,cat_rsi=rsi_low & cat_prev_day_change=prev_big_up & time_bucket_15m=06:00-06:15,38,73.68,164.34,-101.97,112.5,-70.0,36.32
3,cat_dist_ma20=far_below & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=10:30-10:45,38,73.68,158.82,-120.0,140.0,-80.0,0.26
3,flag_break_prev_low=break_prev_low & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30,193,73.58,387.67,83.86,235.0,-30.0,305.83
3,cat_gap=gap_down & cat_prev_day_change=prev_big_up & time_bucket_15m=06:00-06:15,53,73.58,212.17,-84.25,120.0,-95.0,86.51
3,cat_vol_ratio=vol_spike & cat_prev_day_change=prev_big_down & time_bucket_15m=23:30-23:45,53,73.58,322.83,-390.28,145.0,-250.0,-31.89
3,cat_rsi=rsi_low & cat_gap=gap_down & time_bucket_15m=15:45-16:00,34,73.53,437.94,262.06,292.5,157.5,322.21
3,cat_dist_ma20=far_below & cat_rsi=rsi_midlow & cat_gap=gap_up,34,73.53,191.18,-109.41,152.5,-45.0,39.26
3,cat_vol_ratio=vol_spike & flag_hold_prev_high=hold_prev_high & time_bucket_15m=15:30-15:45,64,73.44,364.92,-154.45,257.5,-40.0,193.44
3,cat_rsi=rsi_low & cat_gap=gap_down & time_bucket_15m=15:30-15:45,109,73.39,434.91,-134.86,230.0,-30.0,271.1
3,cat_dist_ma20=far_below & cat_rsi=rsi_midlow & weekday=Wednesday,30,73.33,161.5,-165.0,130.0,-130.0,-4.33
3,cat_dist_ma20=far_below & cat_gap=gap_down & time_bucket_15m=10:15-10:30,30,73.33,135.17,-151.33,125.0,-132.5,-27.5
3,cat_trend=trend_mixed & cat_dist_ma20=far_below & flag_hold_prev_high=hold_prev_high,30,73.33,181.67,-261.0,127.5,-212.5,-75.5
3,cat_atr_ratio=atr_mid & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00,101,73.27,434.26,261.14,335.0,180.0,330.15
3,cat_dist_ma20=far_below & cat_body_ratio=body_mid & time_bucket_15m=08:45-09:00,41,73.17,260.61,-198.66,130.0,-125.0,65.49
3,cat_dist_ma20=far_below & cat_rsi=rsi_midlow & cat_prev_day_change=prev_big_down,41,73.17,207.32,-200.85,180.0,-120.0,2.56
3,cat_vol_ratio=vol_high & cat_atr_ratio=atr_low & time_bucket_15m=08:45-09:00,63,73.02,135.63,-108.02,125.0,-70.0,18.89
3,cat_dist_ma20=far_below & time_bucket_15m=09:15-09:30 & weekday=Tuesday,37,72.97,157.3,-110.95,120.0,-75.0,33.38
3,cat_gap=gap_down & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,37,72.97,253.38,-235.41,180.0,-175.0,11.22
3,cat_rsi=rsi_high & cat_vol_ratio=vol_high & time_bucket_15m=06:00-06:15,37,72.97,176.35,-99.32,110.0,-105.0,5.68
3,cat_atr_ratio=atr_high & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00,48,72.92,348.96,228.02,285.0,162.5,291.25
3,cat_rsi=rsi_low & cat_prev_day_change=prev_up & time_bucket_15m=15:30-15:45,48,72.92,275.73,-226.56,197.5,-20.0,45.0
3,flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45 & weekday=Tuesday,92,72.83,386.63,-71.3,200.0,-40.0,288.48
3,cat_vol_ratio=vol_spike & flag_bull=not_bull & time_bucket_15m=15:30-15:45,77,72.73,352.66,-143.38,260.0,-35.0,188.12
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_expand & time_bucket_15m=22:45-23:00,33,72.73,111.36,-155.45,120.0,-120.0,-39.7
3,cat_dist_ma20=far_above & cat_bb_ratio=bb_mid & weekday=Wednesday,40,72.5,209.88,-122.38,135.0,-105.0,64.5
3,cat_vol_ratio=vol_spike & time_bucket_15m=23:30-23:45 & weekday=Wednesday,98,72.45,395.26,-177.86,155.0,-142.5,243.11
3,cat_body_ratio=body_mid & flag_break_prev_low=break_prev_low & time_bucket_15m=15:30-15:45,58,72.41,369.31,-186.64,275.0,-37.5,165.69
3,cat_trend=trend_up & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,188,72.34,396.44,-107.02,327.5,-22.5,245.43
3,cat_dist_ma20=far_below & cat_atr_ratio=atr_high & time_bucket_15m=23:30-23:45,65,72.31,487.08,-430.92,330.0,-200.0,89.08
3,cat_body_ratio=body_mid & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,119,72.27,404.83,-103.91,280.0,-25.0,278.19
3,cat_bb_ratio=bb_squeeze & cat_prev_day_change=prev_up & time_bucket_15m=08:45-09:00,90,72.22,133.61,-109.94,115.0,-55.0,23.11
3,flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00 & weekday=Monday,43,72.09,496.98,332.91,375.0,175.0,402.91
3,cat_vol_ratio=vol_spike & cat_gap=gap_down & time_bucket_15m=15:15-15:30,43,72.09,254.3,-243.84,145.0,-85.0,14.19
3,cat_dist_ma20=far_below & flag_bull=not_bull & time_bucket_15m=12:45-13:00,43,72.09,119.53,-161.63,110.0,-115.0,-21.28
3,cat_trend=trend_mixed & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30,107,71.96,340.61,-28.46,235.0,-35.0,263.41
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_squeeze & weekday=Tuesday,57,71.93,208.33,-136.4,180.0,-80.0,46.67
3,cat_dist_ma20=far_below & cat_gap=gap_down & time_bucket_15m=09:45-10:00,57,71.93,163.42,-158.86,130.0,-95.0,2.11
3,flag_break_prev_low=break_prev_low & time_bucket_15m=15:30-15:45 & weekday=Monday,32,71.88,578.28,-104.69,465.0,-40.0,457.81
3,flag_break_prev_high=no_break_prev_high & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,32,71.88,282.03,-263.91,235.0,-205.0,34.06
3,cat_atr_ratio=atr_high & cat_prev_day_change=prev_big_down & time_bucket_15m=08:45-09:00,64,71.88,175.94,-220.55,145.0,-140.0,-28.12
3,cat_dist_ma20=far_below & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=12:45-13:00,32,71.88,117.5,-156.56,102.5,-85.0,-48.59
3,cat_vol_ratio=vol_spike & time_bucket_15m=23:45-24:00 & weekday=Wednesday,39,71.79,543.46,-79.49,370.0,-75.0,408.85
3,cat_dist_ma20=far_below & cat_prev_day_change=prev_big_down & time_bucket_15m=09:00-09:15,39,71.79,239.62,-211.92,180.0,-145.0,69.74
3,cat_dist_ma20=far_below & flag_pullback_2bar=no_pullback_2bar & time_bucket_15m=08:45-09:00,46,71.74,318.04,-182.93,205.0,-115.0,93.59
3,cat_dist_ma20=near_above & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,205,71.71,367.73,-100.71,315.0,-25.0,227.39
3,flag_break_prev_high=break_prev_high & flag_hold_prev_low=break_prev_low & time_bucket_15m=23:30-23:45,60,71.67,340.67,-300.67,192.5,-115.0,60.33
3,cat_vol_ratio=vol_high & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,134,71.64,445.3,-115.22,335.0,-40.0,311.6
3,cat_prev_day_change=prev_up & flag_pullback_2bar=pullback_2bar & time_bucket_15m=15:30-15:45,141,71.63,344.18,-181.56,245.0,-25.0,137.3
3,flag_break_prev_low=no_break_prev_low & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,390,71.54,409.74,-100.03,262.5,-25.0,278.21
3,flag_break_prev_low=break_prev_low & flag_pullback_vol_weak=pullback_vol_not_weak & time_bucket_15m=15:30-15:45,151,71.52,417.62,-141.42,290.0,-35.0,255.0
3,cat_vol_ratio=vol_high & flag_break_prev_low=break_prev_low & time_bucket_15m=15:30-15:45,56,71.43,502.23,-183.66,287.5,-42.5,315.27
3,cat_prev_day_change=prev_up & time_bucket_15m=15:30-15:45 & weekday=Friday,42,71.43,396.43,-149.17,275.0,-30.0,231.79
3,cat_gap=gap_down & flag_break_prev_low=break_prev_low & time_bucket_15m=15:45-16:00,49,71.43,340.82,156.53,290.0,155.0,227.24
3,cat_gap=gap_down & flag_hold_prev_low=break_prev_low & time_bucket_15m=15:45-16:00,49,71.43,340.82,156.53,290.0,155.0,227.24
3,cat_dist_ma20=near_below & cat_prev_day_change=prev_up & time_bucket_15m=15:45-16:00,35,71.43,180.29,51.0,245.0,140.0,120.71
3,cat_gap=gap_flat & cat_prev_day_change=prev_big_down & time_bucket_15m=23:45-24:00,63,71.43,229.68,-98.1,290.0,-30.0,115.95
3,cat_dist_ma20=far_below & cat_prev_day_change=prev_big_down & time_bucket_15m=09:15-09:30,42,71.43,229.29,-102.14,167.5,-77.5,110.12
3,cat_dist_ma20=far_below & cat_gap=gap_down & time_bucket_15m=09:15-09:30,84,71.43,192.5,-108.81,125.0,-80.0,59.11
