combo_size,condition,n,hit_rate_pct,avg_up_move,avg_down_move,median_up_move,median_down_move,avg_close_move
3,cat_dist_ma20=far_above & flag_bull=bull & time_bucket_15m=08:45-09:00,81,83.95,147.41,-126.6,100.0,-85.0,11.85
3,cat_dist_ma20=far_below & flag_bull=bull & time_bucket_15m=08:45-09:00,31,83.87,240.32,-163.23,130.0,-115.0,56.61
3,cat_dist_ma20=far_below & flag_pullback_vol_weak=pullback_vol_not_weak & time_bucket_15m=13:15-13:30,31,83.87,152.42,-88.39,135.0,-60.0,45.81
3,cat_dist_ma20=far_below & flag_hold_prev_high=hold_prev_high & time_bucket_15m=13:15-13:30,31,83.87,150.32,-81.94,135.0,-60.0,44.19
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=13:15-13:30,37,83.78,139.86,-92.43,125.0,-75.0,35.14
3,cat_gap=gap_down & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,37,83.78,183.38,-166.49,130.0,-130.0,18.92
3,cat_dist_ma20=far_below & time_bucket_15m=09:15-09:30 & weekday=Tuesday,37,83.78,109.32,-87.57,85.0,-45.0,12.84
3,cat_dist_ma20=far_below & flag_bull=not_bull & time_bucket_15m=13:00-13:15,37,83.78,95.95,-151.08,70.0,-95.0,-50.81
3,cat_dist_ma20=far_below & cat_gap=gap_down & time_bucket_15m=09:00-09:15,80,83.75,139.94,-166.5,77.5,-132.5,4.69
3,flag_pullback_2bar=pullback_2bar & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00,86,83.72,540.0,416.22,442.5,322.5,464.36
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_expand & time_bucket_15m=13:00-13:15,43,83.72,94.42,-148.02,70.0,-95.0,-42.67
3,cat_dist_ma20=far_below & flag_hold_prev_low=break_prev_low & time_bucket_15m=10:30-10:45,49,83.67,111.43,-87.04,85.0,-60.0,28.67
2,cat_dist_ma20=far_below & time_bucket_15m=13:00-13:15,49,83.67,99.9,-143.16,75.0,-90.0,-34.29
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=13:00-13:15,49,83.67,99.9,-143.16,75.0,-90.0,-34.29
3,cat_dist_ma20=far_below & cat_rsi=rsi_low & time_bucket_15m=13:00-13:15,49,83.67,99.9,-143.16,75.0,-90.0,-34.29
3,cat_dist_ma20=near_below & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00,78,83.33,431.47,311.99,357.5,260.0,366.09
3,cat_dist_ma20=far_below & cat_prev_day_change=prev_big_down & time_bucket_15m=09:15-09:30,42,83.33,165.0,-84.76,135.0,-55.0,74.29
3,cat_rsi=rsi_midlow & time_bucket_15m=08:45-09:00 & weekday=Thursday,60,83.33,105.0,-71.42,97.5,-65.0,25.58
3,cat_dist_ma20=far_above & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=08:45-09:00,42,83.33,133.93,-123.69,90.0,-105.0,9.52
3,cat_prev_day_change=prev_up & time_bucket_15m=08:45-09:00 & weekday=Thursday,78,83.33,94.36,-90.06,92.5,-57.5,-8.27
3,cat_vol_ratio=vol_low & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00,77,83.12,607.92,460.71,505.0,395.0,518.31
3,cat_dist_ma20=near_above & cat_rsi=rsi_midlow & time_bucket_15m=08:45-09:00,65,83.08,109.77,-92.23,90.0,-65.0,3.15
3,cat_dist_ma20=far_below & cat_body_ratio=body_mid & time_bucket_15m=08:45-09:00,41,82.93,177.2,-146.71,120.0,-95.0,47.2
3,cat_dist_ma20=far_below & cat_vol_ratio=vol_high & time_bucket_15m=09:45-10:00,41,82.93,116.59,-106.46,95.0,-80.0,10.12
3,cat_dist_ma20=far_below & flag_hold_prev_low=break_prev_low & time_bucket_15m=13:00-13:15,35,82.86,105.57,-157.14,75.0,-95.0,-40.57
3,cat_dist_ma20=far_below & flag_break_prev_low=break_prev_low & time_bucket_15m=08:45-09:00,58,82.76,174.05,-140.43,115.0,-95.0,48.88
3,cat_dist_ma20=far_below & flag_hold_prev_high=hold_prev_high & time_bucket_15m=10:30-10:45,52,82.69,108.17,-97.69,85.0,-67.5,19.52
3,cat_dist_ma20=far_below & flag_pullback_2bar=no_pullback_2bar & time_bucket_15m=08:45-09:00,46,82.61,245.98,-131.2,137.5,-100.0,66.96
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=13:00-13:15,46,82.61,101.3,-149.02,75.0,-92.5,-37.39
3,cat_gap=gap_flat & cat_prev_day_change=prev_big_down & time_bucket_15m=23:45-24:00,63,82.54,208.73,-91.51,255.0,-30.0,101.43
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_expand & time_bucket_15m=12:45-13:00,40,82.5,95.5,-95.38,85.0,-65.0,10.75
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=08:45-09:00,85,82.35,192.0,-135.41,120.0,-95.0,62.06
2,cat_dist_ma20=far_below & time_bucket_15m=21:30-21:45,34,82.35,163.09,-75.88,120.0,-62.5,57.94
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=21:30-21:45,34,82.35,163.09,-75.88,120.0,-62.5,57.94
3,cat_dist_ma20=far_below & cat_rsi=rsi_low & time_bucket_15m=21:30-21:45,34,82.35,163.09,-75.88,120.0,-62.5,57.94
3,cat_dist_ma20=far_below & flag_hold_prev_high=hold_prev_high & time_bucket_15m=10:00-10:15,68,82.35,89.41,-99.41,65.0,-55.0,-3.9
2,cat_dist_ma20=far_above & time_bucket_15m=23:45-24:00,45,82.22,541.0,-265.56,215.0,-100.0,203.67
3,cat_trend=trend_up & cat_dist_ma20=far_above & time_bucket_15m=23:45-24:00,45,82.22,541.0,-265.56,215.0,-100.0,203.67
3,cat_dist_ma20=far_below & cat_gap=gap_down & time_bucket_15m=09:15-09:30,84,82.14,151.55,-87.2,95.0,-62.5,51.73
3,cat_dist_ma20=far_above & flag_pullback_2bar=no_pullback_2bar & time_bucket_15m=08:45-09:00,84,82.14,142.98,-139.46,95.0,-92.5,3.04
3,cat_dist_ma20=far_above & cat_rsi=rsi_high & time_bucket_15m=23:45-24:00,39,82.05,461.41,-306.28,185.0,-105.0,96.41
2,cat_dist_ma20=far_below & time_bucket_15m=13:15-13:30,39,82.05,136.54,-92.31,125.0,-75.0,36.41
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=13:15-13:30,39,82.05,136.54,-92.31,125.0,-75.0,36.41
3,flag_hold_prev_high=break_prev_high & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,39,82.05,161.92,-139.87,130.0,-105.0,13.59
3,cat_dist_ma20=far_below & flag_hold_prev_high=hold_prev_high & time_bucket_15m=13:00-13:15,39,82.05,101.92,-142.95,75.0,-90.0,-30.38
2,flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,61,81.97,173.85,-158.85,130.0,-110.0,21.23
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_squeeze & flag_hold_prev_low=hold_prev_low,72,81.94,128.68,-100.76,100.0,-62.5,18.68
2,cat_dist_ma20=far_below & time_bucket_15m=08:45-09:00,94,81.91,195.96,-145.21,120.0,-105.0,50.69
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=08:45-09:00,94,81.91,195.96,-145.21,120.0,-105.0,50.69
3,cat_dist_ma20=far_above & cat_vol_ratio=vol_spike & cat_atr_ratio=atr_mid,105,81.9,141.14,-100.52,85.0,-75.0,42.05
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_squeeze & cat_prev_day_change=prev_big_down,127,81.89,143.39,-134.72,120.0,-95.0,-3.82
3,cat_dist_ma20=far_below & flag_hold_prev_low=break_prev_low & time_bucket_15m=08:45-09:00,66,81.82,170.83,-145.45,112.5,-102.5,36.21
3,cat_dist_ma20=far_below & cat_vol_ratio=vol_high & time_bucket_15m=10:00-10:15,33,81.82,104.85,-77.88,65.0,-55.0,28.33
3,cat_dist_ma20=far_below & flag_pullback_vol_weak=pullback_vol_not_weak & time_bucket_15m=13:00-13:15,44,81.82,99.55,-152.39,75.0,-92.5,-41.36
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=13:00-13:15,44,81.82,97.39,-152.95,72.5,-95.0,-46.93
3,cat_dist_ma20=far_below & cat_rsi=rsi_low & time_bucket_15m=08:45-09:00,93,81.72,197.47,-146.08,120.0,-105.0,51.67
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=10:00-10:15,82,81.71,95.91,-96.22,65.0,-55.0,4.33
3,cat_dist_ma20=far_above & flag_hold_prev_low=hold_prev_low & time_bucket_15m=08:45-09:00,98,81.63,137.09,-135.05,90.0,-87.5,2.14
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_expand & time_bucket_15m=13:15-13:30,38,81.58,138.68,-94.21,125.0,-82.5,37.5
3,cat_prev_day_change=prev_big_down & flag_pullback_vol_weak=pullback_vol_not_weak & time_bucket_15m=10:30-10:45,54,81.48,125.37,-53.33,85.0,-30.0,67.87
3,cat_dist_ma20=far_above & cat_atr_ratio=atr_high & time_bucket_15m=08:45-09:00,70,81.43,145.21,-139.14,100.0,-102.5,0.29
3,cat_dist_ma20=far_above & flag_break_prev_low=no_break_prev_low & time_bucket_15m=23:45-24:00,43,81.4,514.19,-320.7,215.0,-105.0,168.14
3,cat_dist_ma20=far_above & flag_hold_prev_high=break_prev_high & time_bucket_15m=08:45-09:00,86,81.4,141.86,-139.13,90.0,-90.0,-6.16
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=10:30-10:45,59,81.36,110.51,-91.02,85.0,-60.0,22.63
3,cat_atr_ratio=atr_mid & cat_prev_day_change=prev_up & time_bucket_15m=08:45-09:00,150,81.33,95.33,-82.67,75.0,-62.5,7.8
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=21:30-21:45,32,81.25,160.0,-74.84,115.0,-62.5,55.78
3,cat_dist_ma20=far_below & cat_atr_ratio=atr_high & time_bucket_15m=13:15-13:30,32,81.25,146.72,-91.88,125.0,-62.5,49.38
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=08:45-09:00,48,81.25,148.02,-158.65,105.0,-110.0,35.1
3,cat_dist_ma20=far_below & cat_vol_ratio=vol_high & cat_bb_ratio=bb_mid,48,81.25,132.4,-155.94,85.0,-75.0,31.35
3,cat_dist_ma20=far_below & flag_bull=not_bull & time_bucket_15m=10:30-10:45,48,81.25,110.73,-87.92,85.0,-60.0,30.73
3,cat_dist_ma20=far_above & cat_body_ratio=body_large & time_bucket_15m=10:30-10:45,32,81.25,120.47,-67.81,67.5,-55.0,24.22
3,cat_dist_ma20=far_below & cat_vol_ratio=vol_spike & time_bucket_15m=08:45-09:00,85,81.18,175.53,-153.88,115.0,-110.0,37.65
3,cat_dist_ma20=far_below & cat_vol_ratio=vol_spike & cat_prev_day_change=prev_big_down,223,81.17,149.28,-134.84,120.0,-90.0,18.36
3,cat_bb_ratio=bb_squeeze & cat_prev_day_change=prev_up & time_bucket_15m=08:45-09:00,90,81.11,95.94,-78.72,87.5,-47.5,14.83
3,cat_dist_ma20=far_above & flag_hold_prev_low=hold_prev_low & time_bucket_15m=23:45-24:00,37,81.08,508.51,-342.43,190.0,-105.0,127.43
3,cat_dist_ma20=far_below & cat_rsi=rsi_low & time_bucket_15m=13:15-13:30,37,81.08,132.43,-94.73,125.0,-90.0,29.86
3,cat_rsi=rsi_midlow & cat_prev_day_change=prev_big_down & time_bucket_15m=08:45-09:00,37,81.08,99.19,-107.84,85.0,-85.0,-21.89
3,cat_rsi=rsi_midhigh & time_bucket_15m=08:45-09:00 & weekday=Friday,58,81.03,114.74,-80.09,77.5,-75.0,36.21
3,cat_dist_ma20=far_below & flag_bull=not_bull & time_bucket_15m=08:45-09:00,63,80.95,174.13,-136.35,110.0,-95.0,47.78
3,cat_dist_ma20=near_above & cat_bb_ratio=bb_mid & time_bucket_15m=09:15-09:30,63,80.95,70.32,-50.08,55.0,-40.0,15.4
3,cat_rsi=rsi_midhigh & cat_bb_ratio=bb_mid & time_bucket_15m=09:15-09:30,42,80.95,69.05,-48.93,60.0,-40.0,14.76
3,cat_dist_ma20=far_below & flag_hold_prev_high=break_prev_high & time_bucket_15m=09:30-09:45,42,80.95,102.86,-97.14,80.0,-60.0,4.64
3,cat_dist_ma20=far_below & flag_bull=not_bull & time_bucket_15m=10:00-10:15,68,80.88,90.74,-97.5,65.0,-55.0,1.4
3,cat_vol_ratio=vol_high & flag_hold_prev_high=break_prev_high & time_bucket_15m=08:45-09:00,47,80.85,124.36,-86.17,90.0,-40.0,31.49
3,cat_dist_ma20=far_above & cat_rsi=rsi_midhigh & flag_above_prev_day_close=below_prev_day_close,73,80.82,281.03,-90.75,80.0,-65.0,162.12
3,cat_dist_ma20=far_below & cat_atr_ratio=atr_high & time_bucket_15m=10:00-10:15,73,80.82,97.19,-89.73,70.0,-45.0,16.51
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_squeeze & flag_hold_prev_high=break_prev_high,52,80.77,147.79,-118.08,125.0,-75.0,29.04
3,cat_prev_day_change=prev_big_down & time_bucket_15m=09:15-09:30 & weekday=Thursday,57,80.7,114.21,-65.79,105.0,-40.0,34.3
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_squeeze & flag_bull=bull,57,80.7,119.74,-132.19,95.0,-70.0,-21.67
3,cat_dist_ma20=far_above & cat_vol_ratio=vol_spike & cat_prev_day_change=prev_big_down,150,80.67,164.97,-129.93,105.0,-75.0,31.87
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_mid & weekday=Thursday,31,80.65,138.71,-71.61,85.0,-35.0,69.52
3,cat_dist_ma20=near_above & cat_atr_ratio=atr_mid & time_bucket_15m=09:15-09:30,31,80.65,73.71,-45.0,75.0,-30.0,14.19
3,cat_dist_ma20=far_below & time_bucket_15m=09:15-09:30 & weekday=Friday,31,80.65,96.45,-76.61,70.0,-55.0,-3.55
3,cat_dist_ma20=far_below & flag_break_prev_low=no_break_prev_low & time_bucket_15m=08:45-09:00,36,80.56,231.25,-152.92,122.5,-110.0,53.61
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=13:15-13:30,36,80.56,137.22,-95.14,120.0,-82.5,31.39
3,cat_dist_ma20=far_above & cat_bb_ratio=bb_expand & time_bucket_15m=23:45-24:00,41,80.49,500.24,-294.27,185.0,-95.0,142.07
3,cat_rsi=rsi_midhigh & cat_bb_ratio=bb_expand & time_bucket_15m=08:45-09:00,123,80.49,113.33,-79.35,95.0,-65.0,33.41
3,cat_trend=trend_mixed & cat_prev_day_change=prev_down & time_bucket_15m=09:15-09:30,46,80.43,84.24,-51.41,82.5,-40.0,39.46
3,cat_gap=gap_up & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,51,80.39,426.76,-19.8,370.0,-15.0,376.67
3,cat_vol_ratio=vol_low & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,153,80.39,448.07,-64.77,335.0,-15.0,350.07
3,cat_dist_ma20=far_above & flag_break_prev_high=no_break_prev_high & time_bucket_15m=08:45-09:00,51,80.39,148.53,-161.37,110.0,-115.0,16.76
3,cat_dist_ma20=far_below & cat_body_ratio=body_mid & time_bucket_15m=09:15-09:30,56,80.36,131.52,-93.48,75.0,-45.0,20.89
3,cat_dist_ma20=far_above & flag_break_prev_low=no_break_prev_low & time_bucket_15m=08:45-09:00,112,80.36,137.77,-138.53,90.0,-92.5,3.75
3,cat_trend=trend_up & cat_bb_ratio=bb_mid & time_bucket_15m=09:15-09:30,66,80.3,69.85,-53.86,57.5,-40.0,12.58
3,cat_dist_ma20=far_below & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=10:00-10:15,66,80.3,95.3,-108.86,65.0,-55.0,-3.03
3,cat_dist_ma20=far_below & flag_hold_prev_high=hold_prev_high & time_bucket_15m=08:45-09:00,76,80.26,173.75,-142.17,110.0,-97.5,37.83
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_expand & time_bucket_15m=08:45-09:00,86,80.23,189.19,-146.22,117.5,-105.0,43.08
3,cat_rsi=rsi_high & time_bucket_15m=08:45-09:00 & weekday=Thursday,126,80.16,99.76,-95.04,70.0,-75.0,-11.55
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=21:30-21:45,30,80.0,172.33,-75.17,130.0,-62.5,66.83
3,cat_dist_ma20=far_below & flag_pullback_vol_weak=pullback_vol_not_weak & time_bucket_15m=08:45-09:00,85,80.0,178.59,-134.88,110.0,-95.0,51.71
3,cat_dist_ma20=far_above & flag_hold_prev_low=break_prev_low & time_bucket_15m=09:00-09:15,35,80.0,171.29,-97.0,140.0,-65.0,44.29
3,cat_rsi=rsi_midhigh & cat_prev_day_change=prev_big_down & time_bucket_15m=10:15-10:30,45,80.0,87.0,-56.89,70.0,-50.0,29.89
3,cat_dist_ma20=far_below & flag_bull=not_bull & time_bucket_15m=13:15-13:30,30,80.0,133.0,-96.67,120.0,-90.0,27.5
3,cat_bb_ratio=bb_squeeze & cat_prev_day_change=prev_big_down & time_bucket_15m=08:45-09:00,90,80.0,108.17,-98.61,85.0,-65.0,7.06
3,cat_bb_ratio=bb_squeeze & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,30,80.0,138.33,-128.83,115.0,-107.5,-0.33
3,cat_dist_ma20=far_below & cat_gap=gap_down & time_bucket_15m=10:15-10:30,30,80.0,112.5,-119.67,87.5,-87.5,-4.33
3,cat_dist_ma20=far_above & cat_vol_ratio=vol_spike & time_bucket_15m=08:45-09:00,105,80.0,131.19,-145.14,90.0,-100.0,-12.57
3,cat_dist_ma20=far_below & cat_rsi=rsi_midlow & weekday=Wednesday,30,80.0,117.5,-119.17,105.0,-87.5,-28.5
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_squeeze & flag_break_prev_low=no_break_prev_low,124,79.84,125.08,-124.52,100.0,-80.0,-6.29
3,cat_bb_ratio=bb_expand & time_bucket_15m=08:45-09:00 & weekday=Thursday,238,79.83,114.58,-81.51,90.0,-62.5,20.95
2,cat_dist_ma20=far_below & time_bucket_15m=10:00-10:15,84,79.76,93.75,-99.76,65.0,-55.0,1.19
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=10:00-10:15,84,79.76,93.75,-99.76,65.0,-55.0,1.19
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_expand & time_bucket_15m=10:00-10:15,79,79.75,90.0,-97.91,65.0,-55.0,2.09
3,cat_rsi=rsi_midlow & flag_break_prev_high=break_prev_high & time_bucket_15m=08:45-09:00,74,79.73,118.51,-101.35,92.5,-65.0,2.84
2,cat_dist_ma20=far_above & time_bucket_15m=08:45-09:00,118,79.66,138.22,-145.97,90.0,-100.0,-1.65
3,cat_trend=trend_up & cat_dist_ma20=far_above & time_bucket_15m=08:45-09:00,118,79.66,138.22,-145.97,90.0,-100.0,-1.65
3,cat_vol_ratio=vol_high & cat_body_ratio=body_small & time_bucket_15m=10:00-10:15,44,79.55,81.48,-64.09,70.0,-37.5,1.25
3,cat_vol_ratio=vol_spike & cat_atr_ratio=atr_high & time_bucket_15m=12:45-13:00,44,79.55,75.11,-99.32,60.0,-35.0,-20.34
3,cat_prev_day_change=prev_down & time_bucket_15m=08:45-09:00 & weekday=Wednesday,78,79.49,106.15,-68.27,102.5,-40.0,40.9
3,cat_dist_ma20=far_above & cat_rsi=rsi_high & time_bucket_15m=08:45-09:00,117,79.49,136.15,-147.22,90.0,-100.0,-4.49
3,cat_dist_ma20=far_above & flag_bull=bull & time_bucket_15m=23:45-24:00,34,79.41,486.76,-389.26,202.5,-120.0,80.88
3,cat_dist_ma20=far_above & flag_hold_prev_high=break_prev_high & time_bucket_15m=23:45-24:00,34,79.41,478.97,-389.41,202.5,-122.5,73.38
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_mid & cat_body_ratio=body_mid,68,79.41,158.97,-96.99,87.5,-67.5,72.87
3,cat_rsi=rsi_low & cat_vol_ratio=vol_high & time_bucket_15m=08:45-09:00,34,79.41,124.26,-51.47,85.0,-35.0,59.12
