datetime,close,volume,vol_ratio,rsi14,ma20_slope,ma50_slope,upper_wick_ratio,lower_wick_ratio,body_ratio,dist_ma20_pct,dist_ma50_pct
2023-09-20 14:55:00,32805,1104,1.889278685719175,34.375,-3.0,-3.900000000001455,0.3333333333333333,0.6666666666666666,0.0,-0.14458564797199536,-0.2344740755608643
2023-09-25 09:20:00,32185,1748,2.6140272169881857,32.69230769230769,-4.5,-2.5,0.5,0.2,0.3,-0.2672657551225921,-0.3227085217348269
2023-09-25 22:50:00,32265,898,2.74282223579719,10.344827586206904,-6.25,-1.7999999999992724,0.1,0.1,0.8,-0.29588313002634203,-0.2729242457492731
2023-09-27 23:10:00,32010,648,1.5612576797976148,48.21428571428571,-1.25,-0.2999999999992724,0.16666666666666666,0.0,0.8333333333333334,-0.11935129063209704,-0.11389699343141713
2023-09-27 23:20:00,31985,1104,2.0549092601209864,44.776119402985074,-3.5,-0.7999999999992724,0.1111111111111111,0.2222222222222222,0.6666666666666666,-0.1747760681626631,-0.1850563126671534
2023-10-04 14:50:00,30530,3753,1.8217562254259503,25.80645161290323,-1.5,-1.3999999999978172,0.0,0.6111111111111112,0.3888888888888889,-0.36713714612058856,-0.34567288703776233
2023-10-12 09:35:00,32230,2893,1.7584488208120592,72.61904761904762,10.0,7.200000000000728,0.3333333333333333,0.6666666666666666,0.0,0.2613077832389621,0.6153048896603064
2023-10-16 09:10:00,31825,3478,3.0416721325812235,43.47826086956522,-3.75,-1.7999999999992724,0.11764705882352941,0.11764705882352941,0.7647058823529411,-0.15842888739000527,-0.23604793685325642
2023-10-18 09:05:00,31945,9117,6.091808098356275,11.627906976744185,-6.25,-4.099999999998545,0.06666666666666667,0.06666666666666667,0.8666666666666667,-0.4665872144198002,-0.4400645760482713
2023-10-18 09:10:00,31915,3486,2.095077829196466,10.204081632653072,-9.0,-4.400000000001455,0.42857142857142855,0.07142857142857142,0.5,-0.5321677068480524,-0.5199209520662773
2023-10-20 15:00:00,31230,2730,1.9516728624535316,18.75,-7.0,-0.5,0.0,0.2222222222222222,0.7777777777777778,-0.36291126620139336,-0.3633880914627796
2023-10-23 09:25:00,31045,2200,1.6335622795619082,54.11764705882352,1.0,-3.2000000000007276,0.3,0.2,0.5,-0.04105255532033114,-0.18390981988413158
2023-10-24 09:15:00,30885,7883,5.600312588803638,32.97872340425532,-4.5,-4.399999999997817,0.0,0.08823529411764706,0.9117647058823529,-0.5850306195530619,-0.581670459703143
2023-10-30 06:00:00,30595,662,3.467784180199057,58.62068965517242,1.75,-1.0999999999985448,,,,-0.02450780165018651,0.04937884034936779
2023-10-31 23:25:00,30430,2103,1.5255712731229598,11.956521739130423,-16.25,-7.5,0.1,0.7,0.2,-0.8617178973431727,-1.0914716990944484
2023-11-01 11:05:00,31375,3745,1.7105924268030877,35.616438356164394,-5.25,-0.3000000000029104,0.2,0.3,0.5,-0.2852398318753502,-0.11651746488557935
2023-11-08 10:15:00,32295,4324,1.9573582001720158,17.391304347826093,-9.5,-4.0,0.5,0.4166666666666667,0.08333333333333333,-0.3586717574916132,-0.5077049150025603
2023-11-08 12:45:00,32100,4105,3.3083494519664733,16.92307692307692,-14.0,-7.69999999999709,0.15384615384615385,0.3076923076923077,0.5384615384615384,-0.6384213580963416,-0.7954903669639801
2023-11-08 12:50:00,32050,3448,2.5541686729138116,9.859154929577471,-15.0,-8.600000000002183,0.35714285714285715,0.0,0.6428571428571429,-0.7471064142763106,-0.9236818676426894
2023-11-10 09:30:00,32300,2913,1.6918832583127632,15.0,-14.0,-10.5,0.375,0.25,0.375,-0.48524994223214657,-0.8773733424579433
2023-11-10 09:35:00,32280,2956,1.5893754872704788,11.290322580645153,-14.75,-11.100000000002183,0.375,0.25,0.375,-0.5016529116674717,-0.9049940444760929
2023-11-17 08:55:00,33295,1347,3.7359589516017193,29.032258064516128,-3.75,-0.3000000000029104,0.0,0.0,1.0,-0.22624773377684093,-0.16940767281831137
2023-11-20 14:55:00,33370,1907,1.5811948095020936,34.14634146341464,-2.25,-3.900000000001455,0.6666666666666666,0.16666666666666666,0.16666666666666666,-0.17873301475481718,-0.35980352637314805
2023-11-24 09:20:00,33680,2838,3.097746002292201,35.294117647058826,-2.5,-1.1000000000058208,0.45454545454545453,0.45454545454545453,0.09090909090909091,-0.15267628181373505,-0.15178825538373353
2023-11-30 23:35:00,33385,1242,4.007097919019197,34.375,-2.75,-0.6999999999970896,0.0,0.36363636363636365,0.6363636363636364,-0.13087536925550092,-0.13012848318052495
2023-12-04 09:15:00,33050,5650,4.024503169741434,9.090909090909093,-19.75,-8.099999999998545,0.0,0.36363636363636365,0.6363636363636364,-0.9886159376872428,-1.0949877154288856
2023-12-04 09:20:00,33100,3446,2.198896085250295,16.666666666666657,-17.25,-7.0,0.07142857142857142,0.2857142857142857,0.6428571428571429,-0.787554982727745,-0.9246039229067748
2023-12-05 08:50:00,32985,965,3.4014804370814242,37.14285714285714,-0.75,-0.10000000000582077,0.3333333333333333,0.4444444444444444,0.2222222222222222,-0.1558881842810278,-0.11718856457634264
2023-12-07 14:55:00,32820,551,2.5056844020009095,46.80851063829787,-3.0,-3.0,0.7142857142857143,0.21428571428571427,0.07142857142857142,-0.08524111056990025,-0.11534516813308526
2023-12-08 00:50:00,32215,718,1.5379672271607583,8.510638297872333,-59.25,-24.099999999998545,0.0,0.2,0.8,-1.7033708893686161,-2.773292609683742
2023-12-08 23:50:00,32240,1760,3.2146118721461185,30.909090909090907,-4.5,-1.1999999999970896,0.0,0.1111111111111111,0.8888888888888888,-0.3431114957806569,-0.2734437831751646
2023-12-08 23:55:00,32250,1321,2.3110566829951016,33.92857142857143,-5.25,-0.8000000000029104,0.4,0.3,0.3,-0.29602034270345134,-0.24004256424849935
2023-12-14 03:45:00,32620,194,1.777370590929913,27.77777777777777,-3.0,-1.9000000000014552,0.5,0.0,0.5,-0.11253416215636358,-0.2266463979739397
2023-12-14 12:45:00,32465,4532,2.121971204494908,20.967741935483872,-12.25,-6.900000000001455,0.3333333333333333,0.6666666666666666,0.0,-0.5628086833339707,-0.7626587598771217
2023-12-18 05:35:00,32645,275,1.5307542443640412,34.482758620689665,-3.0,-2.2999999999992724,0.2,0.2,0.6,-0.1315467449828689,-0.20603807730402712
2023-12-18 05:45:00,32625,397,2.4060606060606062,14.814814814814824,-3.75,-2.399999999997817,0.16666666666666666,0.16666666666666666,0.6666666666666666,-0.17364431219258902,-0.2534555871823052
2023-12-19 23:40:00,32700,605,2.1944142183532827,28.0,-4.0,-1.5,0.0,0.5,0.5,-0.1267504543163822,-0.13102077091522446
2023-12-22 22:40:00,33030,1028,3.517536355859709,41.379310344827594,-0.75,-2.7000000000043656,0.5,0.0,0.5,-0.11038362088519049,-0.16080669342747322
2023-12-26 09:10:00,33150,1770,3.43622597553873,35.48387096774192,-2.5,-1.0,0.3,0.4,0.3,-0.1498505259828753,-0.1506024096385561
2024-01-04 09:10:00,32730,4251,2.8685178312358715,15.463917525773198,-21.75,-7.400000000001455,0.25,0.625,0.125,-0.8977639168546436,-1.1288768324990817
2024-01-04 09:15:00,32685,4721,2.7633234803476836,12.5,-23.5,-8.69999999999709,0.0,0.35714285714285715,0.6428571428571429,-0.9635487682937871,-1.238857833509599
2024-01-04 23:05:00,33105,743,2.5419089976052,36.111111111111114,-2.75,-1.6999999999970896,0.0,0.0,1.0,-0.18392329494060222,-0.22754328596615858
2024-01-04 23:10:00,33100,638,2.044544143566736,35.135135135135144,-2.25,-1.9000000000014552,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.1922279597452059,-0.23689968835333142
2024-01-09 13:15:00,33625,1780,1.9439742259597008,26.5625,-10.5,-6.599999999998545,0.07142857142857142,0.14285714285714285,0.7857142857142857,-0.3925053691772207,-0.5959806779280208
2024-01-09 13:20:00,33585,2186,2.224823164215562,25.0,-10.75,-5.69999999999709,0.2727272727272727,0.09090909090909091,0.6363636363636364,-0.4793054145954767,-0.6974977011256378
2024-01-10 23:45:00,33615,1153,2.5199431756092228,28.57142857142857,-5.25,-2.400000000001455,0.16666666666666666,0.8333333333333334,0.0,-0.12849747090237784,-0.2199524475275383
2024-01-15 20:45:00,35410,1440,3.5511713933415536,13.333333333333329,-6.5,-1.7999999999956344,0.125,0.0625,0.8125,-0.3531679588017589,-0.30912336218109626
2024-01-16 09:10:00,35705,6540,4.187341934244646,11.504424778761049,-22.25,-8.80000000000291,0.043478260869565216,0.13043478260869565,0.8260869565217391,-1.0009427161315365,-1.1451163666365782
2024-01-17 12:50:00,35560,6740,2.6277315347277725,26.37362637362638,-12.25,-6.200000000004366,0.08695652173913043,0.13043478260869565,0.782608695652174,-0.498765328464601,-0.9514896272032392
2024-01-17 12:55:00,35550,3740,1.5466688722550763,21.59090909090908,-8.0,-6.19999999999709,0.2,0.5,0.3,-0.504474499898544,-0.9622402870562818
2024-01-17 14:55:00,35485,5027,2.240046342713277,25.531914893617028,-4.25,-8.200000000004366,0.058823529411764705,0.35294117647058826,0.5882352941176471,-0.4321108897556103,-0.5899886820784572
2024-01-18 08:55:00,35370,1056,2.6506024096385543,43.54838709677419,-1.5,-0.19999999999708962,0.0,0.125,0.875,-0.13481940552406702,-0.01667802091254167
2024-01-18 13:50:00,35395,3292,2.347571846252585,5.26315789473685,-9.0,-2.5,0.25,0.0625,0.6875,-0.48779116352952734,-0.48946979260087176
2024-01-23 08:55:00,36600,661,1.8961560527825587,53.125,0.0,-1.5999999999985448,0.16666666666666666,0.3333333333333333,0.5,-0.06348426204665358,-0.11353216016767309
2024-01-23 12:50:00,36540,8071,2.9265020486602125,22.5,-16.0,-2.0,0.14814814814814814,0.1111111111111111,0.7407407407407407,-0.830483634587198,-0.6663023887389152
2024-01-24 09:25:00,36275,2860,1.6444342226310946,14.035087719298247,-10.25,-3.099999999998545,0.26666666666666666,0.13333333333333333,0.6,-0.4377718920254181,-0.46946038122048783
2024-01-24 12:45:00,36085,5429,3.247300894218979,22.807017543859644,-8.25,-7.900000000001455,0.06666666666666667,0.06666666666666667,0.8666666666666667,-0.4057187017001529,-0.5947510943254852
2024-01-25 10:50:00,35950,10866,3.337428588979667,30.588235294117638,-5.0,-7.900000000001455,0.03125,0.4375,0.53125,-0.4368868179268959,-0.6771634834549345
2024-01-29 08:50:00,35800,1303,2.9940257352941178,14.0,-6.5,-4.69999999999709,0.5714285714285714,0.2857142857142857,0.14285714285714285,-0.3805296806194236,-0.39729792893152815
2024-01-31 08:50:00,35720,2383,6.418855218855219,7.407407407407419,-11.5,-5.69999999999709,0.18181818181818182,0.18181818181818182,0.6363636363636364,-0.5678654938202854,-0.6284444122973687
2024-01-31 08:55:00,35705,2235,4.683570829840738,5.357142857142861,-11.5,-6.099999999998545,0.14285714285714285,0.42857142857142855,0.42857142857142855,-0.5777932474765102,-0.6533147095977188
2024-01-31 09:00:00,35690,5556,7.370166478742455,5.172413793103445,-12.75,-6.5,0.5263157894736842,0.3684210526315789,0.10526315789473684,-0.5842659071441991,-0.6770878266120883
2024-02-01 05:00:00,35860,1577,1.97507671112781,41.75824175824176,-2.25,-1.0999999999985448,0.0,0.15789473684210525,0.8421052631578947,-0.18857289977802782,-0.17954320867374918
2024-02-02 01:10:00,35745,2084,1.5310582962935753,22.772277227722768,-21.25,-10.400000000001455,0.05263157894736842,0.3157894736842105,0.631578947368421,-0.7538211652992399,-1.147676991150437
2024-02-02 13:05:00,36190,2536,1.5869837296620777,28.985507246376812,-8.5,-1.1999999999970896,0.625,0.0,0.375,-0.2803667500189455,-0.24477105086166961
2024-02-02 23:20:00,35920,1311,1.5892835495211541,27.272727272727266,-9.75,-2.0,0.18181818181818182,0.0,0.8181818181818182,-0.2935400373344055,-0.30032030465023674
2024-02-06 14:55:00,36130,2188,1.5787005303221617,28.84615384615384,-3.0,-0.5,0.0,0.4444444444444444,0.5555555555555556,-0.2746380711850849,-0.09318736744303724
2024-02-07 12:45:00,35855,4373,4.052263355418616,10.9375,-12.5,-1.9000000000014552,0.5,0.1875,0.3125,-0.5698756256846127,-0.5599483039307351
2024-02-16 13:55:00,38535,6621,2.2166423944157083,29.0,-2.75,-5.200000000004366,0.2857142857142857,0.23809523809523808,0.47619047619047616,-0.4308590696803116,-0.22681020956641929
2024-02-19 06:00:00,38300,1168,2.651231415276359,29.268292682926827,-11.25,-4.19999999999709,,,,-0.26561116608510016,-0.42223054203586186
2024-02-19 22:45:00,38490,2660,3.714824383772083,33.33333333333333,-7.25,-3.3999999999941792,0.09090909090909091,0.18181818181818182,0.7272727272727273,-0.3172547750080912,-0.3670551203930561
2024-02-20 08:50:00,38455,2216,6.54556195539802,17.391304347826093,-4.0,-1.8000000000029104,0.45454545454545453,0.5454545454545454,0.0,-0.18623423984633902,-0.2078624422928721
2024-02-26 09:10:00,39225,4915,3.0656479026976453,13.846153846153854,-13.75,-6.399999999994179,0.375,0.0625,0.5625,-0.5016139158227184,-0.6403598984745962
2024-02-26 09:20:00,39190,4041,2.0137037498442756,15.06849315068493,-16.0,-6.5,0.07692307692307693,0.15384615384615385,0.7692307692307693,-0.5153199807072295,-0.6985812997108765
2024-02-27 08:55:00,39235,2284,3.4782608695652173,22.22222222222223,-7.75,-4.299999999995634,0.2727272727272727,0.09090909090909091,0.6363636363636364,-0.2922490470139816,-0.3780732735965797
2024-02-29 09:00:00,38940,5979,7.3787486116253245,23.80952380952381,-4.75,-4.100000000005821,0.5,0.14285714285714285,0.35714285714285715,-0.24401022153054397,-0.3396233175593122
2024-02-29 09:10:00,38915,3947,3.3810176460510535,15.0,-6.75,-4.400000000001455,0.23076923076923078,0.5384615384615384,0.23076923076923078,-0.2780375927325829,-0.3827004057392225
2024-03-01 01:35:00,39025,3138,2.69529740176079,31.64556962025317,-3.25,-0.20000000000436557,0.08,0.04,0.88,-0.38416867685160394,-0.17419953904909136
2024-03-01 01:40:00,39035,2616,2.144262295081967,33.75,-11.0,-0.2999999999956344,0.09090909090909091,0.7272727272727273,0.18181818181818182,-0.3306565895134672,-0.14785331314206562
2024-03-04 19:25:00,39920,2789,2.3459645876266983,0.0,-9.25,-3.6999999999970896,0.0,0.5,0.5,-0.46563234368279804,-0.4463951719494208
2024-03-05 08:50:00,39980,2116,3.073794305636258,10.9375,-11.75,-3.099999999998545,0.375,0.125,0.5,-0.5287056042794003,-0.4942929818360975
2024-03-05 08:55:00,39960,1424,1.9870229540221866,6.15384615384616,-14.5,-3.5,0.42857142857142855,0.0,0.5714285714285714,-0.5425854945492525,-0.5354062591007791
2024-03-08 08:55:00,39430,7654,6.72435756643971,46.268656716417915,-5.5,-2.6999999999970896,0.1111111111111111,0.6296296296296297,0.25925925925925924,-0.19490216923583326,-0.2958505069916795
2024-03-12 09:10:00,38080,5156,3.1613476807995338,35.8695652173913,-4.0,-1.5,0.16666666666666666,0.2777777777777778,0.5555555555555556,-0.3226165313160556,-0.27419359062660353
2024-03-12 17:50:00,38205,6306,3.1396564600448094,22.82608695652175,-13.75,-4.099999999998545,0.0,0.43478260869565216,0.5652173913043478,-0.5026303453304903,-0.5792711488617486
2024-03-14 22:55:00,38300,1529,1.5753953943640204,15.555555555555543,-8.75,-3.7999999999956344,0.2,0.2,0.6,-0.3071476911864268,-0.467258145832361
2024-03-15 22:50:00,38350,3795,1.529964320990143,10.666666666666657,-12.5,-5.400000000001455,0.1,0.1,0.8,-0.5600788259088274,-0.6270729684908827
2024-03-18 02:00:00,38445,2234,2.3778605641298562,19.04761904761905,-8.0,-3.5,0.2,0.6,0.2,-0.25037946110036957,-0.13118416438284708
2024-03-18 22:25:00,38555,3042,2.818493467988511,22.22222222222223,-7.75,-2.3000000000029104,0.3,0.2,0.5,-0.2864292041406147,-0.35047272464112655
2024-03-18 23:05:00,38495,3599,1.9277431104207396,15.686274509803908,-9.75,-4.599999999998545,0.0,0.5833333333333334,0.4166666666666667,-0.29914142525996334,-0.4484281739094542
2024-03-22 18:05:00,40500,2891,2.158268010451661,16.07142857142857,-10.0,-2.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,-0.30401122502984324,-0.4407647132571135
2024-03-25 15:00:00,40180,4355,2.85452102382591,10.9375,-12.5,-5.19999999999709,0.0,0.09090909090909091,0.9090909090909091,-0.45770133594287277,-0.5083532869633367
2024-03-25 15:05:00,40130,3563,2.1632615889013693,9.589041095890408,-14.5,-6.30000000000291,0.0,0.21428571428571427,0.7857142857142857,-0.5458454408584834,-0.6166571732831416
2024-03-28 14:35:00,40120,2365,1.502254970463063,19.607843137254903,-9.5,-4.5,0.09090909090909091,0.09090909090909091,0.8181818181818182,-0.3446455739435472,-0.40364822528833333
2024-03-28 18:25:00,40300,2363,1.8648883276773736,30.0,-4.25,-0.10000000000582077,0.4,0.6,0.0,-0.26048595170181654,-0.02406368690414107
2024-04-01 09:30:00,40400,4096,1.9324856691278807,37.5,-8.25,-3.3000000000029104,0.0,0.11764705882352941,0.8823529411764706,-0.41841519851613107,-0.4155923546782403
2024-04-02 12:40:00,39780,9336,4.249044238121246,31.506849315068493,-11.25,-3.5,0.041666666666666664,0.3333333333333333,0.625,-0.3157419936851591,-0.47137238418351046
2024-04-03 09:05:00,39380,9954,6.150899091639375,12.048192771084345,-14.5,-3.5,0.22727272727272727,0.5909090909090909,0.18181818181818182,-0.6653003310736261,-0.6042494333584059
2024-04-03 09:10:00,39340,6805,3.528100373289092,10.989010989010993,-17.0,-4.5,0.2631578947368421,0.3157894736842105,0.42105263157894735,-0.7236273476881161,-0.6939308189595317
2024-04-05 04:35:00,39100,5377,2.2432674857631576,18.30985915492957,-36.75,-16.80000000000291,0.0,0.1875,0.8125,-0.8331536832494213,-1.5366329053996153
2024-04-08 03:00:00,39240,1469,2.2664506672838076,34.24657534246576,-6.75,-14.69999999999709,0.0,0.3333333333333333,0.6666666666666666,-0.25736345438948094,-0.6438903841820331
2024-04-10 19:35:00,39480,2716,2.7258129265355278,20.408163265306115,-9.75,-3.8000000000029104,0.1111111111111111,0.0,0.8888888888888888,-0.32882902784001633,-0.38227167783202454
2024-04-10 19:40:00,39490,1879,1.7465260026955431,20.408163265306115,-9.0,-3.099999999998545,0.42857142857142855,0.42857142857142855,0.14285714285714285,-0.280925475837257,-0.3492444812306372
2024-04-11 08:50:00,39070,1736,2.8047499798045075,28.888888888888886,-3.0,-1.7000000000043656,0.0,0.7,0.3,-0.22600457116590533,-0.17272392788519886
2024-04-11 21:40:00,39165,8684,4.042548239182552,11.818181818181813,-19.75,-8.400000000001455,0.3333333333333333,0.5714285714285714,0.09523809523809523,-0.9233493549203109,-0.9794601591812446
2024-04-12 23:15:00,39135,4904,2.0385342838733815,13.095238095238088,-13.25,-1.7999999999956344,0.0,0.05555555555555555,0.9444444444444444,-0.6196195941999494,-0.3993189435990696
2024-04-15 22:05:00,39045,2896,1.5582878204955741,11.111111111111114,-14.5,-8.30000000000291,0.08333333333333333,0.5,0.4166666666666667,-0.5729564553093924,-0.7551706695880456
2024-04-16 10:15:00,38520,6191,1.817247857226723,41.83673469387755,-8.5,-4.5,0.07142857142857142,0.5714285714285714,0.35714285714285715,-0.26474376816472134,-0.3822301760120883
2024-04-17 09:30:00,38255,11534,5.21499299181625,32.11678832116789,-11.25,-5.399999999994179,0.02702702702702703,0.1891891891891892,0.7837837837837838,-0.6602309834650155,-0.6913058489718793
2024-04-17 09:35:00,38220,7072,2.76817692533516,30.555555555555557,-13.0,-5.200000000004366,0.4166666666666667,0.2916666666666667,0.2916666666666667,-0.7176023638666096,-0.7687694236955367
2024-04-17 09:40:00,38215,4850,1.7445101882991925,28.873239436619713,-14.25,-5.900000000001455,0.8235294117647058,0.11764705882352941,0.058823529411764705,-0.6938308819707917,-0.7665501607366232
2024-04-17 14:55:00,38000,9603,3.1448641744854346,19.811320754716988,-19.5,-5.5,0.25,0.125,0.625,-0.6873480908449414,-0.9513879838394357
2024-04-17 15:00:00,37905,9543,2.7849763614078094,15.44715447154472,-24.25,-8.69999999999709,0.0,0.13043478260869565,0.8695652173913043,-0.8728057271746636,-1.1765994113092315
2024-04-17 22:35:00,38415,4497,2.8438626446594575,32.83582089552239,-9.0,-2.099999999998545,0.0,0.32142857142857145,0.6785714285714286,-0.33403599805416073,-0.2630055327225156
2024-04-17 22:45:00,38340,5295,2.7945639266393982,15.49295774647888,-10.75,-3.0,0.11764705882352941,0.47058823529411764,0.4117647058823529,-0.4756867605926307,-0.4453215273359956
2024-04-19 10:10:00,37080,9026,1.7801883536314778,6.557377049180332,-33.5,-15.0,0.18181818181818182,0.13636363636363635,0.6818181818181818,-0.9846790613838863,-1.5008633284632755
2024-04-22 23:25:00,37335,5337,2.066962297399353,26.25,-9.25,-0.6999999999970896,0.16666666666666666,0.5,0.3333333333333333,-0.43203456276501573,-0.35576740871617885
2024-04-25 08:50:00,37900,3178,3.3494940978077574,15.116279069767444,-13.75,-2.900000000001455,0.1,0.4,0.5,-0.5066547659674958,-0.5797329555887853
2024-05-03 00:30:00,37820,3117,1.8035063357056067,19.78021978021978,-16.25,-6.799999999995634,0.0,0.35714285714285715,0.6428571428571429,-0.5763783460504657,-0.7763164453679527
2024-05-03 02:45:00,37745,2415,2.489305777457094,31.818181818181827,-7.75,-8.5,0.0,0.14285714285714285,0.8571428571428571,-0.21150033046926087,-0.5058399605661013
2024-05-03 09:00:00,37845,3407,3.507670132811696,47.43589743589743,0.75,-0.09999999999854481,0.05,0.05,0.9,-0.1615828524319851,-0.05625054467958135
2024-05-03 23:10:00,37875,4694,2.082289009648442,26.213592233009706,-16.25,-5.899999999994179,0.15,0.05,0.8,-0.5357283542109847,-0.7411328745367984
2024-05-08 23:00:00,38650,2830,2.123429000187582,30.769230769230774,-4.5,-4.599999999998545,0.3333333333333333,0.4444444444444444,0.2222222222222222,-0.18594080884252184,-0.31466006396368984
2024-05-09 08:55:00,38275,2189,2.8076701083819664,9.677419354838719,-7.0,-1.7000000000043656,0.5555555555555556,0.1111111111111111,0.3333333333333333,-0.284621947804109,-0.2699421031512328
2024-05-09 09:00:00,38255,6533,5.976033662641785,9.375,-8.5,-1.7999999999956344,0.5,0.08333333333333333,0.4166666666666667,-0.31465183090884086,-0.31737924996352307
2024-05-09 09:05:00,38195,10746,6.650987188215634,6.976744186046503,-11.5,-2.8000000000029104,0.0625,0.53125,0.40625,-0.44116592921795705,-0.46646166675352596
2024-05-09 15:00:00,38025,6432,2.909090909090909,8.620689655172413,-15.75,-6.69999999999709,0.3333333333333333,0.06666666666666667,0.6,-0.5089025235808897,-0.7773420069984271
2024-05-14 22:40:00,38045,3230,3.4369014683975316,41.17647058823529,-4.25,-1.0999999999985448,0.3,0.4,0.3,-0.11158516573679389,-0.12338548776645863
2024-05-16 09:35:00,38540,6998,1.5356762747012804,37.79527559055118,-6.75,-1.0999999999985448,0.125,0.25,0.625,-0.41729648721625656,-0.36014095394695245
2024-05-20 23:05:00,38700,2559,1.9208106586601614,26.829268292682926,-5.0,-0.9000000000014552,0.125,0.25,0.625,-0.18183928502341073,-0.19985816517310573
2024-05-21 22:30:00,39075,3860,3.068972371297953,28.57142857142857,-2.5,-0.19999999999708962,0.4444444444444444,0.5555555555555556,0.0,-0.10673177091654606,-0.07390567181279062
2024-05-22 09:10:00,38725,8429,4.065499445328703,20.0,-7.25,-1.6999999999970896,0.5,0.3,0.2,-0.32303316559632034,-0.31225625091708675
2024-05-23 03:35:00,38495,1906,1.5854926589859832,16.07142857142857,-9.0,-8.5,0.5,0.25,0.25,-0.32560216981804,-0.48034166821783186
2024-05-24 23:00:00,38845,8478,2.8125,5.4054054054054035,-14.75,-3.6999999999970896,0.3157894736842105,0.42105263157894735,0.2631578947368421,-0.6312073519348704,-0.6165890600214885
2024-05-28 08:55:00,38905,1569,3.78665379510076,28.0,-2.75,-0.8999999999941792,0.6666666666666666,0.0,0.3333333333333333,-0.13155783731750859,-0.1252766097274316
2024-05-29 00:00:00,38830,2057,1.8503193307547,34.78260869565217,-3.75,-1.3000000000029104,0.1111111111111111,0.1111111111111111,0.7777777777777778,-0.23060271456009085,-0.18046179711157517
