rule,entry_time,exit_time,entry,exit,pnl,pnl_1lot,result,lot,month,weekday,hour_jst
rule3_opening_range_break,2026-02-25 09:45:00,2026-02-25 09:45:00,57806.0,57815.0,9.0,9.0,TP,1,2026-02,Wednesday,9
rule3_opening_range_break,2026-03-20 10:13:00,2026-03-20 10:13:00,53176.0,53155.0,-21.0,-21.0,SL,1,2026-03,Friday,10
