feature,down_mean,up_mean,diff_down_minus_up
vol_ratio,2.717992895586744,2.7412042348006342,-0.02321133921389018
rsi14,25.138196780456738,25.001123077654416,0.13707370280232212
ma20_slope,-13.227155727155727,-14.754605263157895,1.5274495360021678
ma50_slope,-6.093050193050337,-6.883421052631466,0.7903708595811283
upper_wick_ratio,0.21399832982984973,0.2225359652976556,-0.008537635467805865
lower_wick_ratio,0.2839921578393235,0.26585072401767923,0.018141433821644293
body_ratio,0.5020095123308268,0.5116133106846651,-0.009603798353838289
dist_ma20_pct,-0.5112623562748597,-0.5491679937443587,0.03790563746949893
dist_ma50_pct,-0.6094553440381212,-0.6655599740914778,0.05610463005335664
