time,open,high,low,close,volume,date,tp,tp_vol,cum_tp_vol,cum_vol,vwap,macd,signal
2026-03-30 11:00:00,52700.0,52765.0,50480.0,51015.0,761042.0,2026-03-30,51420.0,39132779640.0,39132779640.0,761042.0,51420.0,0.0,0.0
2026-03-30 11:30:00,52700.0,52765.0,50480.0,51360.0,779072.0,2026-03-30,51535.0,40149475520.0,79282255160.0,1540114.0,51478.1731482215,27.52136752136721,5.504273504273442
