pattern,signal_dt,entry_dt,exit_dt,entry_price,pnl_pt,pnl_yen,result,signal_hour,signal_weekday,signal_month,signal_year
A,2025-05-29 21:35:00,2025-05-29 21:40:00,2025-05-29 23:15:00,37890.0,-62.2,-622.0,SL,21,3,5,2025
A,2025-05-29 21:40:00,2025-05-29 21:45:00,2025-05-29 23:15:00,37910.0,-62.2,-622.0,SL,21,3,5,2025
A,2025-05-29 21:45:00,2025-05-29 21:50:00,2025-05-29 23:30:00,37880.0,-62.2,-622.0,SL,21,3,5,2025
A,2025-05-29 21:50:00,2025-05-29 21:55:00,2025-05-29 23:35:00,37875.0,-62.2,-622.0,SL,21,3,5,2025
A,2025-05-29 21:55:00,2025-05-29 22:00:00,2025-05-29 23:35:00,37870.0,-62.2,-622.0,SL,22,3,5,2025
A,2025-05-29 22:00:00,2025-05-29 22:05:00,2025-05-29 23:30:00,37880.0,-62.2,-622.0,SL,22,3,5,2025
A,2025-05-29 22:05:00,2025-05-29 22:10:00,2025-05-29 23:15:00,37905.0,-62.2,-622.0,SL,22,3,5,2025
A,2025-05-29 22:10:00,2025-05-29 22:15:00,2025-05-29 23:10:00,37925.0,-62.2,-622.0,SL,22,3,5,2025
A,2025-05-29 22:15:00,2025-05-29 22:20:00,2025-05-29 23:15:00,37915.0,-62.2,-622.0,SL,22,3,5,2025
A,2025-05-29 22:20:00,2025-05-29 22:25:00,2025-05-29 23:15:00,37900.0,-62.2,-622.0,SL,22,3,5,2025
A,2025-05-29 22:25:00,2025-05-29 22:30:00,2025-05-29 22:50:00,37930.0,-62.2,-622.0,SL,22,3,5,2025
A,2025-05-29 22:30:00,2025-05-29 22:35:00,2025-05-29 22:50:00,37950.0,-62.2,-622.0,SL,22,3,5,2025
A,2025-05-29 22:35:00,2025-05-29 22:40:00,2025-05-29 22:45:00,37975.0,-62.2,-622.0,SL,22,3,5,2025
A,2025-05-29 22:40:00,2025-05-29 22:45:00,2025-05-29 22:50:00,37940.0,-62.2,-622.0,SL,22,3,5,2025
A,2025-05-29 22:45:00,2025-05-29 22:50:00,2025-05-29 23:15:00,37905.0,-62.2,-622.0,SL,22,3,5,2025
A,2025-06-02 17:55:00,2025-06-02 18:00:00,2025-06-02 19:00:00,37945.0,-62.2,-622.0,SL,18,0,6,2025
A,2025-06-05 17:55:00,2025-06-05 18:00:00,2025-06-05 21:15:00,37790.0,-62.2,-622.0,SL,18,3,6,2025
A,2025-06-05 18:00:00,2025-06-05 18:05:00,2025-06-05 21:15:00,37805.0,-62.2,-622.0,SL,18,3,6,2025
A,2025-06-05 20:50:00,2025-06-05 20:55:00,2025-06-05 21:15:00,37815.0,-62.2,-622.0,SL,20,3,6,2025
A,2025-06-05 20:55:00,2025-06-05 21:00:00,2025-06-05 21:15:00,37815.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-05 21:00:00,2025-06-05 21:05:00,2025-06-05 21:15:00,37800.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-05 21:05:00,2025-06-05 21:10:00,2025-06-05 21:15:00,37800.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-05 21:10:00,2025-06-05 21:15:00,2025-06-05 21:15:00,37790.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-09 21:05:00,2025-06-09 21:10:00,2025-06-09 22:35:00,37885.0,237.8,2378.0,TP,21,0,6,2025
A,2025-06-09 21:10:00,2025-06-09 21:15:00,2025-06-09 22:35:00,37885.0,237.8,2378.0,TP,21,0,6,2025
A,2025-06-09 21:15:00,2025-06-09 21:20:00,2025-06-09 22:30:00,37860.0,237.8,2378.0,TP,21,0,6,2025
A,2025-06-09 21:20:00,2025-06-09 21:25:00,2025-06-09 22:30:00,37855.0,237.8,2378.0,TP,21,0,6,2025
A,2025-06-09 21:25:00,2025-06-09 21:30:00,2025-06-09 22:30:00,37870.0,237.8,2378.0,TP,21,0,6,2025
A,2025-06-09 21:30:00,2025-06-09 21:35:00,2025-06-09 23:50:00,37985.0,92.8,928.0,SESSION,21,0,6,2025
A,2025-06-09 21:35:00,2025-06-09 21:40:00,2025-06-09 21:50:00,38060.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-09 21:40:00,2025-06-09 21:45:00,2025-06-09 23:50:00,38040.0,37.8,378.0,SESSION,21,0,6,2025
A,2025-06-09 21:45:00,2025-06-09 21:50:00,2025-06-09 23:50:00,38010.0,67.8,678.0,SESSION,21,0,6,2025
A,2025-06-09 21:50:00,2025-06-09 21:55:00,2025-06-09 23:50:00,37995.0,82.8,828.0,SESSION,21,0,6,2025
A,2025-06-09 21:55:00,2025-06-09 22:00:00,2025-06-09 23:50:00,38020.0,57.8,578.0,SESSION,22,0,6,2025
A,2025-06-09 22:00:00,2025-06-09 22:05:00,2025-06-09 23:50:00,38030.0,47.8,478.0,SESSION,22,0,6,2025
A,2025-06-09 22:05:00,2025-06-09 22:10:00,2025-06-09 23:50:00,38020.0,57.8,578.0,SESSION,22,0,6,2025
A,2025-06-09 22:10:00,2025-06-09 22:15:00,2025-06-09 23:50:00,38030.0,47.8,478.0,SESSION,22,0,6,2025
A,2025-06-09 22:15:00,2025-06-09 22:20:00,2025-06-09 23:50:00,38070.0,7.8,78.0,SESSION,22,0,6,2025
A,2025-06-09 22:20:00,2025-06-09 22:25:00,2025-06-09 23:50:00,38065.0,12.8,128.0,SESSION,22,0,6,2025
A,2025-06-09 22:25:00,2025-06-09 22:30:00,2025-06-09 23:50:00,38075.0,2.8,28.0,SESSION,22,0,6,2025
A,2025-06-09 22:30:00,2025-06-09 22:35:00,2025-06-09 23:25:00,38085.0,-62.2,-622.0,SL,22,0,6,2025
A,2025-06-09 22:35:00,2025-06-09 22:40:00,2025-06-09 23:00:00,38115.0,-62.2,-622.0,SL,22,0,6,2025
A,2025-06-09 22:40:00,2025-06-09 22:45:00,2025-06-09 23:00:00,38135.0,-62.2,-622.0,SL,22,0,6,2025
A,2025-06-09 22:45:00,2025-06-09 22:50:00,2025-06-09 23:00:00,38130.0,-62.2,-622.0,SL,22,0,6,2025
A,2025-06-09 22:50:00,2025-06-09 22:55:00,2025-06-09 23:10:00,38110.0,-62.2,-622.0,SL,22,0,6,2025
A,2025-06-09 22:55:00,2025-06-09 23:00:00,2025-06-09 23:10:00,38110.0,-62.2,-622.0,SL,23,0,6,2025
A,2025-06-12 17:55:00,2025-06-12 18:00:00,2025-06-12 23:50:00,38550.0,17.8,178.0,SESSION,18,3,6,2025
A,2025-06-12 18:00:00,2025-06-12 18:05:00,2025-06-12 23:50:00,38540.0,27.8,278.0,SESSION,18,3,6,2025
A,2025-06-12 18:05:00,2025-06-12 18:10:00,2025-06-12 23:50:00,38550.0,17.8,178.0,SESSION,18,3,6,2025
A,2025-06-12 18:10:00,2025-06-12 18:15:00,2025-06-12 23:50:00,38535.0,32.8,328.0,SESSION,18,3,6,2025
A,2025-06-12 21:10:00,2025-06-12 21:15:00,2025-06-12 22:35:00,38640.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-12 21:25:00,2025-06-12 21:30:00,2025-06-12 22:30:00,38655.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-12 21:30:00,2025-06-12 21:35:00,2025-06-12 22:30:00,38650.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-12 21:35:00,2025-06-12 21:40:00,2025-06-12 22:30:00,38670.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-12 21:40:00,2025-06-12 21:45:00,2025-06-12 22:30:00,38660.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-12 21:45:00,2025-06-12 21:50:00,2025-06-12 22:35:00,38645.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-16 20:55:00,2025-06-16 21:00:00,2025-06-16 22:50:00,38040.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-16 21:00:00,2025-06-16 21:05:00,2025-06-16 22:55:00,38025.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-16 22:30:00,2025-06-16 22:35:00,2025-06-16 22:45:00,38075.0,-62.2,-622.0,SL,22,0,6,2025
A,2025-06-16 22:35:00,2025-06-16 22:40:00,2025-06-16 22:45:00,38100.0,-62.2,-622.0,SL,22,0,6,2025
A,2025-06-16 22:40:00,2025-06-16 22:45:00,2025-06-16 22:45:00,38070.0,-62.2,-622.0,SL,22,0,6,2025
A,2025-06-16 22:45:00,2025-06-16 22:50:00,2025-06-16 22:55:00,38020.0,-62.2,-622.0,SL,22,0,6,2025
A,2025-06-19 23:30:00,2025-06-19 23:35:00,2025-06-19 23:50:00,38780.0,-62.2,-622.0,SL,23,3,6,2025
A,2025-06-19 23:35:00,2025-06-19 23:40:00,2025-06-19 23:50:00,38785.0,-62.2,-622.0,SL,23,3,6,2025
A,2025-06-19 23:40:00,2025-06-19 23:45:00,2025-06-19 23:50:00,38760.0,-42.2,-422.0,SESSION,23,3,6,2025
A,2025-06-19 23:45:00,2025-06-19 23:50:00,2025-06-19 23:50:00,38745.0,-27.2,-272.0,SESSION,23,3,6,2025
A,2025-06-19 23:50:00,2025-06-19 23:55:00,2025-06-20 00:00:00,38720.0,-62.2,-622.0,SL,23,3,6,2025
A,2025-06-23 19:05:00,2025-06-23 19:10:00,2025-06-23 23:45:00,38440.0,-62.2,-622.0,SL,19,0,6,2025
A,2025-06-23 20:05:00,2025-06-23 20:10:00,2025-06-23 23:40:00,38460.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-23 20:15:00,2025-06-23 20:20:00,2025-06-23 23:45:00,38445.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-23 20:30:00,2025-06-23 20:35:00,2025-06-23 23:40:00,38465.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-23 20:35:00,2025-06-23 20:40:00,2025-06-23 23:40:00,38465.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-23 20:40:00,2025-06-23 20:45:00,2025-06-23 22:55:00,38520.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-23 20:45:00,2025-06-23 20:50:00,2025-06-23 22:30:00,38585.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-23 20:50:00,2025-06-23 20:55:00,2025-06-23 22:45:00,38560.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-23 20:55:00,2025-06-23 21:00:00,2025-06-23 22:45:00,38545.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-23 21:00:00,2025-06-23 21:05:00,2025-06-23 22:45:00,38545.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-23 21:05:00,2025-06-23 21:10:00,2025-06-23 22:45:00,38545.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-23 21:10:00,2025-06-23 21:15:00,2025-06-23 22:45:00,38550.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-23 21:15:00,2025-06-23 21:20:00,2025-06-23 22:45:00,38570.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-23 21:20:00,2025-06-23 21:25:00,2025-06-23 22:45:00,38560.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-23 21:25:00,2025-06-23 21:30:00,2025-06-23 22:45:00,38560.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-23 21:30:00,2025-06-23 21:35:00,2025-06-23 22:45:00,38570.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-23 21:35:00,2025-06-23 21:40:00,2025-06-23 22:45:00,38555.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-26 21:05:00,2025-06-26 21:10:00,2025-06-26 22:30:00,39110.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-26 21:10:00,2025-06-26 21:15:00,2025-06-26 22:35:00,39100.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-26 21:15:00,2025-06-26 21:20:00,2025-06-26 22:35:00,39095.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-26 21:20:00,2025-06-26 21:25:00,2025-06-26 22:35:00,39080.0,-62.2,-622.0,SL,21,3,6,2025
A,2025-06-30 20:20:00,2025-06-30 20:25:00,2025-06-30 23:50:00,40360.0,137.8,1378.0,SESSION,20,0,6,2025
A,2025-06-30 20:25:00,2025-06-30 20:30:00,2025-06-30 23:50:00,40370.0,127.8,1278.0,SESSION,20,0,6,2025
A,2025-06-30 20:30:00,2025-06-30 20:35:00,2025-06-30 21:30:00,40400.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-30 20:35:00,2025-06-30 20:40:00,2025-06-30 21:30:00,40420.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-30 20:40:00,2025-06-30 20:45:00,2025-06-30 21:30:00,40420.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-30 20:45:00,2025-06-30 20:50:00,2025-06-30 21:30:00,40405.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-30 20:50:00,2025-06-30 20:55:00,2025-06-30 21:30:00,40415.0,-62.2,-622.0,SL,20,0,6,2025
A,2025-06-30 20:55:00,2025-06-30 21:00:00,2025-06-30 21:20:00,40430.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-30 21:00:00,2025-06-30 21:05:00,2025-06-30 21:30:00,40410.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-30 21:05:00,2025-06-30 21:10:00,2025-06-30 21:30:00,40400.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-30 21:10:00,2025-06-30 21:15:00,2025-06-30 21:50:00,40390.0,-62.2,-622.0,SL,21,0,6,2025
A,2025-06-30 22:50:00,2025-06-30 22:55:00,2025-06-30 23:50:00,40410.0,87.8,878.0,SESSION,22,0,6,2025
A,2025-06-30 22:55:00,2025-06-30 23:00:00,2025-06-30 23:50:00,40420.0,77.8,778.0,SESSION,23,0,6,2025
A,2025-06-30 23:00:00,2025-06-30 23:05:00,2025-06-30 23:50:00,40445.0,52.8,528.0,SESSION,23,0,6,2025
A,2025-06-30 23:05:00,2025-06-30 23:10:00,2025-06-30 23:50:00,40460.0,37.8,378.0,SESSION,23,0,6,2025
A,2025-06-30 23:10:00,2025-06-30 23:15:00,2025-06-30 23:50:00,40450.0,47.8,478.0,SESSION,23,0,6,2025
A,2025-06-30 23:15:00,2025-06-30 23:20:00,2025-06-30 23:50:00,40445.0,52.8,528.0,SESSION,23,0,6,2025
A,2025-06-30 23:20:00,2025-06-30 23:25:00,2025-06-30 23:50:00,40430.0,67.8,678.0,SESSION,23,0,6,2025
A,2025-06-30 23:25:00,2025-06-30 23:30:00,2025-06-30 23:50:00,40445.0,52.8,528.0,SESSION,23,0,6,2025
A,2025-06-30 23:30:00,2025-06-30 23:35:00,2025-06-30 23:50:00,40445.0,52.8,528.0,SESSION,23,0,6,2025
A,2025-06-30 23:35:00,2025-06-30 23:40:00,2025-06-30 23:50:00,40490.0,7.8,78.0,SESSION,23,0,6,2025
A,2025-06-30 23:40:00,2025-06-30 23:45:00,2025-06-30 23:50:00,40500.0,-2.2,-22.0,SESSION,23,0,6,2025
A,2025-06-30 23:45:00,2025-06-30 23:50:00,2025-06-30 23:50:00,40520.0,-22.2,-222.0,SESSION,23,0,6,2025
A,2025-06-30 23:50:00,2025-06-30 23:55:00,2025-07-01 00:00:00,40500.0,-62.2,-622.0,SL,23,0,6,2025
A,2025-08-04 20:45:00,2025-08-04 20:50:00,2025-08-04 21:30:00,40520.0,-62.2,-622.0,SL,20,0,8,2025
A,2025-08-04 20:50:00,2025-08-04 20:55:00,2025-08-04 21:30:00,40525.0,-62.2,-622.0,SL,20,0,8,2025
A,2025-08-04 20:55:00,2025-08-04 21:00:00,2025-08-04 21:30:00,40525.0,-62.2,-622.0,SL,21,0,8,2025
A,2025-08-11 20:35:00,2025-08-11 20:40:00,2025-08-11 21:15:00,42120.0,-62.2,-622.0,SL,20,0,8,2025
A,2025-08-11 20:40:00,2025-08-11 20:45:00,2025-08-11 21:15:00,42135.0,-62.2,-622.0,SL,20,0,8,2025
A,2025-08-11 20:45:00,2025-08-11 20:50:00,2025-08-11 21:15:00,42145.0,-62.2,-622.0,SL,20,0,8,2025
A,2025-08-11 20:50:00,2025-08-11 20:55:00,2025-08-11 21:10:00,42150.0,-62.2,-622.0,SL,20,0,8,2025
A,2025-08-11 20:55:00,2025-08-11 21:00:00,2025-08-11 21:15:00,42145.0,-62.2,-622.0,SL,21,0,8,2025
A,2025-08-11 21:00:00,2025-08-11 21:05:00,2025-08-11 21:15:00,42135.0,-62.2,-622.0,SL,21,0,8,2025
A,2025-08-11 21:05:00,2025-08-11 21:10:00,2025-08-11 21:20:00,42115.0,-62.2,-622.0,SL,21,0,8,2025
A,2025-08-11 22:45:00,2025-08-11 22:50:00,2025-08-11 23:50:00,42130.0,147.8,1478.0,SESSION,22,0,8,2025
A,2025-08-11 22:50:00,2025-08-11 22:55:00,2025-08-11 23:50:00,42170.0,107.8,1078.0,SESSION,22,0,8,2025
A,2025-08-11 22:55:00,2025-08-11 23:00:00,2025-08-11 23:50:00,42185.0,92.8,928.0,SESSION,23,0,8,2025
A,2025-08-11 23:00:00,2025-08-11 23:05:00,2025-08-11 23:50:00,42185.0,92.8,928.0,SESSION,23,0,8,2025
A,2025-08-11 23:05:00,2025-08-11 23:10:00,2025-08-11 23:15:00,42220.0,-62.2,-622.0,SL,23,0,8,2025
A,2025-08-11 23:10:00,2025-08-11 23:15:00,2025-08-11 23:50:00,42200.0,77.8,778.0,SESSION,23,0,8,2025
A,2025-08-11 23:15:00,2025-08-11 23:20:00,2025-08-11 23:50:00,42205.0,72.8,728.0,SESSION,23,0,8,2025
A,2025-08-11 23:20:00,2025-08-11 23:25:00,2025-08-11 23:50:00,42195.0,82.8,828.0,SESSION,23,0,8,2025
A,2025-08-11 23:25:00,2025-08-11 23:30:00,2025-08-11 23:50:00,42220.0,57.8,578.0,SESSION,23,0,8,2025
A,2025-08-11 23:30:00,2025-08-11 23:35:00,2025-08-11 23:50:00,42255.0,22.8,228.0,SESSION,23,0,8,2025
A,2025-08-11 23:35:00,2025-08-11 23:40:00,2025-08-11 23:50:00,42285.0,-7.2,-72.0,SESSION,23,0,8,2025
A,2025-08-11 23:40:00,2025-08-11 23:45:00,2025-08-11 23:50:00,42275.0,2.8,28.0,SESSION,23,0,8,2025
A,2025-08-11 23:45:00,2025-08-11 23:50:00,2025-08-11 23:50:00,42275.0,2.8,28.0,SESSION,23,0,8,2025
A,2025-08-11 23:50:00,2025-08-11 23:55:00,2025-08-12 06:00:00,42280.0,-2.2,-22.0,SESSION,23,0,8,2025
A,2025-08-14 17:55:00,2025-08-14 18:00:00,2025-08-14 18:05:00,43425.0,-62.2,-622.0,SL,18,3,8,2025
A,2025-08-14 18:00:00,2025-08-14 18:05:00,2025-08-14 18:05:00,43410.0,-62.2,-622.0,SL,18,3,8,2025
A,2025-08-18 22:05:00,2025-08-18 22:10:00,2025-08-18 22:45:00,43410.0,-62.2,-622.0,SL,22,0,8,2025
A,2025-08-18 22:10:00,2025-08-18 22:15:00,2025-08-18 22:45:00,43410.0,-62.2,-622.0,SL,22,0,8,2025
A,2025-08-18 22:15:00,2025-08-18 22:20:00,2025-08-18 22:40:00,43430.0,-62.2,-622.0,SL,22,0,8,2025
A,2025-08-18 22:20:00,2025-08-18 22:25:00,2025-08-18 22:35:00,43445.0,-62.2,-622.0,SL,22,0,8,2025
A,2025-08-18 22:25:00,2025-08-18 22:30:00,2025-08-18 22:30:00,43465.0,-62.2,-622.0,SL,22,0,8,2025
A,2025-08-18 22:30:00,2025-08-18 22:35:00,2025-08-18 22:45:00,43415.0,-62.2,-622.0,SL,22,0,8,2025
A,2025-08-18 22:35:00,2025-08-18 22:40:00,2025-08-18 22:45:00,43380.0,-62.2,-622.0,SL,22,0,8,2025
A,2025-08-21 17:55:00,2025-08-21 18:00:00,2025-08-21 18:55:00,42985.0,-62.2,-622.0,SL,18,3,8,2025
A,2025-08-21 18:00:00,2025-08-21 18:05:00,2025-08-21 18:55:00,42980.0,-62.2,-622.0,SL,18,3,8,2025
A,2025-08-21 18:05:00,2025-08-21 18:10:00,2025-08-21 18:55:00,42990.0,-62.2,-622.0,SL,18,3,8,2025
A,2025-08-25 22:50:00,2025-08-25 22:55:00,2025-08-25 22:55:00,42775.0,-62.2,-622.0,SL,22,0,8,2025
A,2025-08-25 22:55:00,2025-08-25 23:00:00,2025-08-25 23:10:00,42745.0,237.8,2378.0,TP,23,0,8,2025
A,2025-08-25 23:00:00,2025-08-25 23:05:00,2025-08-25 23:50:00,42880.0,107.8,1078.0,SESSION,23,0,8,2025
A,2025-08-25 23:05:00,2025-08-25 23:10:00,2025-08-25 23:20:00,42965.0,-62.2,-622.0,SL,23,0,8,2025
A,2025-08-25 23:10:00,2025-08-25 23:15:00,2025-08-25 23:15:00,43050.0,-62.2,-622.0,SL,23,0,8,2025
A,2025-08-25 23:15:00,2025-08-25 23:20:00,2025-08-25 23:20:00,42960.0,-62.2,-622.0,SL,23,0,8,2025
A,2025-08-25 23:20:00,2025-08-25 23:25:00,2025-08-25 23:50:00,42865.0,122.8,1228.0,SESSION,23,0,8,2025
A,2025-08-25 23:25:00,2025-08-25 23:30:00,2025-08-25 23:50:00,42905.0,82.8,828.0,SESSION,23,0,8,2025
A,2025-08-25 23:30:00,2025-08-25 23:35:00,2025-08-25 23:35:00,42920.0,-62.2,-622.0,SL,23,0,8,2025
A,2025-08-25 23:35:00,2025-08-25 23:40:00,2025-08-25 23:50:00,42860.0,127.8,1278.0,SESSION,23,0,8,2025
A,2025-08-25 23:40:00,2025-08-25 23:45:00,2025-08-25 23:50:00,42960.0,27.8,278.0,SESSION,23,0,8,2025
A,2025-08-25 23:45:00,2025-08-25 23:50:00,2025-08-25 23:50:00,42975.0,12.8,128.0,SESSION,23,0,8,2025
A,2025-08-25 23:50:00,2025-08-25 23:55:00,2025-08-26 00:00:00,42995.0,-62.2,-622.0,SL,23,0,8,2025
A,2025-08-28 21:30:00,2025-08-28 21:35:00,2025-08-28 22:00:00,42430.0,-62.2,-622.0,SL,21,3,8,2025
A,2025-08-28 21:35:00,2025-08-28 21:40:00,2025-08-28 22:00:00,42435.0,-62.2,-622.0,SL,21,3,8,2025
A,2025-08-28 21:40:00,2025-08-28 21:45:00,2025-08-28 23:50:00,42400.0,37.8,378.0,SESSION,21,3,8,2025
A,2025-08-28 23:40:00,2025-08-28 23:45:00,2025-08-28 23:50:00,42425.0,12.8,128.0,SESSION,23,3,8,2025
A,2025-08-28 23:45:00,2025-08-28 23:50:00,2025-08-28 23:50:00,42420.0,17.8,178.0,SESSION,23,3,8,2025
A,2025-08-28 23:50:00,2025-08-28 23:55:00,2025-08-29 00:00:00,42440.0,237.8,2378.0,TP,23,3,8,2025
A,2025-09-01 21:40:00,2025-09-01 21:45:00,2025-09-01 22:30:00,42420.0,-62.2,-622.0,SL,21,0,9,2025
A,2025-09-01 21:45:00,2025-09-01 21:50:00,2025-09-01 22:25:00,42430.0,-62.2,-622.0,SL,21,0,9,2025
A,2025-09-04 21:20:00,2025-09-04 21:25:00,2025-09-04 21:50:00,42190.0,-62.2,-622.0,SL,21,3,9,2025
A,2025-09-04 21:25:00,2025-09-04 21:30:00,2025-09-04 21:50:00,42195.0,-62.2,-622.0,SL,21,3,9,2025
A,2025-09-04 21:30:00,2025-09-04 21:35:00,2025-09-04 23:00:00,42170.0,-62.2,-622.0,SL,21,3,9,2025
A,2025-09-08 22:05:00,2025-09-08 22:10:00,2025-09-08 23:00:00,43135.0,-62.2,-622.0,SL,22,0,9,2025
A,2025-09-08 22:10:00,2025-09-08 22:15:00,2025-09-08 23:05:00,43105.0,-62.2,-622.0,SL,22,0,9,2025
A,2025-09-08 22:15:00,2025-09-08 22:20:00,2025-09-08 23:05:00,43110.0,-62.2,-622.0,SL,22,0,9,2025
A,2025-09-08 22:20:00,2025-09-08 22:25:00,2025-09-08 23:00:00,43130.0,-62.2,-622.0,SL,22,0,9,2025
A,2025-09-08 22:25:00,2025-09-08 22:30:00,2025-09-08 23:00:00,43125.0,-62.2,-622.0,SL,22,0,9,2025
A,2025-09-08 22:30:00,2025-09-08 22:35:00,2025-09-08 23:00:00,43135.0,-62.2,-622.0,SL,22,0,9,2025
A,2025-09-08 22:35:00,2025-09-08 22:40:00,2025-09-08 23:00:00,43135.0,-62.2,-622.0,SL,22,0,9,2025
A,2025-09-08 22:40:00,2025-09-08 22:45:00,2025-09-08 22:45:00,43190.0,-62.2,-622.0,SL,22,0,9,2025
A,2025-09-08 22:45:00,2025-09-08 22:50:00,2025-09-08 23:00:00,43195.0,-62.2,-622.0,SL,22,0,9,2025
A,2025-09-08 22:50:00,2025-09-08 22:55:00,2025-09-08 23:00:00,43185.0,-62.2,-622.0,SL,22,0,9,2025
A,2025-09-08 22:55:00,2025-09-08 23:00:00,2025-09-08 23:00:00,43190.0,-62.2,-622.0,SL,23,0,9,2025
A,2025-09-08 23:00:00,2025-09-08 23:05:00,2025-09-08 23:05:00,43090.0,-62.2,-622.0,SL,23,0,9,2025
A,2025-09-11 21:35:00,2025-09-11 21:40:00,2025-09-11 23:50:00,43870.0,77.8,778.0,SESSION,21,3,9,2025
A,2025-09-11 21:40:00,2025-09-11 21:45:00,2025-09-11 23:50:00,43895.0,52.8,528.0,SESSION,21,3,9,2025
A,2025-09-11 21:45:00,2025-09-11 21:50:00,2025-09-11 23:50:00,43900.0,47.8,478.0,SESSION,21,3,9,2025
A,2025-09-11 21:50:00,2025-09-11 21:55:00,2025-09-11 22:20:00,43940.0,-62.2,-622.0,SL,21,3,9,2025
A,2025-09-11 21:55:00,2025-09-11 22:00:00,2025-09-11 22:20:00,43940.0,-62.2,-622.0,SL,22,3,9,2025
A,2025-09-11 22:00:00,2025-09-11 22:05:00,2025-09-11 23:50:00,43905.0,42.8,428.0,SESSION,22,3,9,2025
A,2025-09-11 22:05:00,2025-09-11 22:10:00,2025-09-11 23:50:00,43900.0,47.8,478.0,SESSION,22,3,9,2025
A,2025-09-11 22:10:00,2025-09-11 22:15:00,2025-09-11 22:30:00,43930.0,-62.2,-622.0,SL,22,3,9,2025
A,2025-09-11 22:15:00,2025-09-11 22:20:00,2025-09-11 23:50:00,43910.0,37.8,378.0,SESSION,22,3,9,2025
A,2025-09-11 22:20:00,2025-09-11 22:25:00,2025-09-11 23:50:00,43880.0,67.8,678.0,SESSION,22,3,9,2025
A,2025-09-11 22:25:00,2025-09-11 22:30:00,2025-09-11 23:50:00,43885.0,62.8,628.0,SESSION,22,3,9,2025
A,2025-09-11 22:30:00,2025-09-11 22:35:00,2025-09-11 23:50:00,43920.0,27.8,278.0,SESSION,22,3,9,2025
A,2025-09-11 22:35:00,2025-09-11 22:40:00,2025-09-11 23:50:00,43945.0,2.8,28.0,SESSION,22,3,9,2025
A,2025-09-11 22:40:00,2025-09-11 22:45:00,2025-09-11 23:50:00,43965.0,-17.2,-172.0,SESSION,22,3,9,2025
A,2025-09-11 22:45:00,2025-09-11 22:50:00,2025-09-11 22:55:00,43995.0,-62.2,-622.0,SL,22,3,9,2025
A,2025-09-11 22:50:00,2025-09-11 22:55:00,2025-09-11 23:50:00,43950.0,-2.2,-22.0,SESSION,22,3,9,2025
A,2025-09-11 22:55:00,2025-09-11 23:00:00,2025-09-11 23:50:00,43940.0,7.8,78.0,SESSION,23,3,9,2025
A,2025-09-11 23:00:00,2025-09-11 23:05:00,2025-09-11 23:50:00,43975.0,-27.2,-272.0,SESSION,23,3,9,2025
A,2025-09-11 23:05:00,2025-09-11 23:10:00,2025-09-11 23:50:00,43975.0,-27.2,-272.0,SESSION,23,3,9,2025
A,2025-09-11 23:10:00,2025-09-11 23:15:00,2025-09-11 23:30:00,43985.0,-62.2,-622.0,SL,23,3,9,2025
