combo,n,down_big_rate_pct,base_rate_pct,edge_pct,avg_down_move,median_down_move
bb_width_wide + close_down_big + hour_9_10,266,60.9,23.46,37.45,-150.71,-105.0
far_above_ma20 + vol_ratio_ge_2_0 + close_up_big,294,60.88,23.46,37.43,-154.12,-100.0
close_down_big + hour_9_10,460,60.87,23.46,37.41,-148.61,-105.0
bear_bar + close_down_big + hour_9_10,460,60.87,23.46,37.41,-148.61,-105.0
close_down + close_down_big + hour_9_10,460,60.87,23.46,37.41,-148.61,-105.0
atr_low + close_up_big,161,60.87,23.46,37.41,-174.88,-110.0
atr_low + close_up + close_up_big,161,60.87,23.46,37.41,-174.88,-110.0
far_below_ma20 + macd_positive_but_weakening + vol_ratio_ge_1_2,115,60.87,23.46,37.41,-217.22,-130.0
roc5_ge_0_5 + vol_ratio_ge_1_2 + hour_9_10,511,60.86,23.46,37.4,-141.33,-105.0
bull_bar + close_up_big + gap_down,822,60.83,23.46,37.37,-170.05,-110.0
ma20_down + body_large + close_up_big,454,60.79,23.46,37.34,-164.1,-110.0
cci_ge_100 + roc5_ge_0_5 + hour_9_10,538,60.78,23.46,37.32,-135.21,-100.0
ma50_down + roc5_ge_1,130,60.77,23.46,37.31,-129.27,-117.5
ma50_down + roc5_ge_0_5 + roc5_ge_1,130,60.77,23.46,37.31,-129.27,-117.5
below_ma50 + roc5_ge_0_5 + gap_up,130,60.77,23.46,37.31,-138.15,-100.0
below_ma20 + close_up_big + late_night,135,60.74,23.46,37.28,-192.7,-120.0
far_below_ma20 + gap_up + hour_9_10,336,60.71,23.46,37.26,-141.86,-112.5
ma50_down + macd_below_signal + close_up_big,308,60.71,23.46,37.26,-162.13,-107.5
roc5_turn_down + close_down_big + hour_13_15,145,60.69,23.46,37.23,-204.31,-115.0
bb_upper_2_touch + roc5_ge_1 + vol_ratio_ge_2_0,206,60.68,23.46,37.22,-168.91,-102.5
ma50_down + roc5_ge_0_5 + close_up_big,178,60.67,23.46,37.22,-155.34,-102.5
bb_width_wide + roc5_ge_0_5 + atr_low,89,60.67,23.46,37.22,-164.78,-100.0
far_below_ma20 + body_small + hour_9_10,239,60.67,23.46,37.21,-151.09,-110.0
roc5_ge_0_5 + lower_wick_long + hour_9_10,150,60.67,23.46,37.21,-142.27,-100.0
far_below_ma20 + roc5_turn_down + hour_9_10,465,60.65,23.46,37.19,-141.96,-100.0
macd_positive_but_weakening + body_large + close_down_big,559,60.64,23.46,37.19,-160.48,-105.0
high_break_3 + close_up_big + hour_9_10,287,60.63,23.46,37.17,-137.02,-100.0
vol_ratio_ge_1_5 + close_down_big + hour_9_10,353,60.62,23.46,37.17,-140.44,-105.0
ma20_down + below_ma50 + roc5_ge_0_5,325,60.62,23.46,37.16,-129.06,-100.0
macd_positive_but_weakening + close_down_big + gap_up,302,60.6,23.46,37.14,-168.41,-105.0
macd_below_signal + body_large + close_up_big,431,60.56,23.46,37.1,-160.15,-105.0
roc5_turn_down + close_down_big + hour_9_10,431,60.56,23.46,37.1,-145.32,-105.0
bear_bar + close_down_big + monday,393,60.56,23.46,37.1,-174.69,-105.0
vol_ratio_ge_2_0 + close_down_big + gap_down,474,60.55,23.46,37.09,-154.68,-105.0
ma50_down + far_above_ma20 + rsi_ge_75,200,60.5,23.46,37.04,-119.9,-97.5
far_below_ma20 + macd_positive_but_weakening + vol_ratio_ge_1_5,81,60.49,23.46,37.04,-198.89,-130.0
far_below_ma20 + gap_up + hour_11_12,124,60.48,23.46,37.03,-125.56,-97.5
roc5_ge_1 + vol_ratio_ge_2_0 + bull_bar,167,60.48,23.46,37.02,-161.59,-100.0
close_down_big + gap_down + hour_9_10,253,60.47,23.46,37.02,-155.67,-105.0
bear_bar + close_down_big + gap_down,1019,60.45,23.46,37.0,-164.93,-105.0
cci_ge_150 + roc5_ge_1 + vol_ratio_ge_2_0,220,60.45,23.46,37.0,-171.66,-102.5
ma20_down + roc5_ge_0_5,407,60.44,23.46,36.99,-137.05,-100.0
ma50_down + far_above_ma20 + macd_hist_down,197,60.41,23.46,36.95,-123.48,-105.0
atr_high + close_up_big + hour_9_10,260,60.38,23.46,36.93,-149.23,-102.5
roc5_ge_0_5 + vol_ratio_ge_1_2 + gap_down,729,60.36,23.46,36.9,-159.18,-100.0
ma50_down + body_large + close_up_big,575,60.35,23.46,36.89,-169.49,-105.0
ma50_down + far_above_ma20,469,60.34,23.46,36.88,-139.39,-100.0
ma50_down + far_above_ma20 + rsi_ge_70,300,60.33,23.46,36.88,-138.22,-100.0
ma20_down + macd_below_signal + roc5_ge_0_5,121,60.33,23.46,36.87,-157.52,-95.0
roc5_ge_1 + vol_ratio_ge_2_0,247,60.32,23.46,36.87,-169.09,-100.0
roc5_ge_0_5 + roc5_ge_1 + vol_ratio_ge_2_0,247,60.32,23.46,36.87,-169.09,-100.0
roc5_ge_1 + vol_ratio_ge_1_2 + vol_ratio_ge_2_0,247,60.32,23.46,36.87,-169.09,-100.0
roc5_ge_1 + vol_ratio_ge_1_5 + vol_ratio_ge_2_0,247,60.32,23.46,36.87,-169.09,-100.0
roc5_ge_1 + vol_ratio_ge_2_0 + close_up,199,60.3,23.46,36.85,-164.82,-105.0
below_ma50 + body_large + close_up_big,471,60.3,23.46,36.84,-163.76,-110.0
cci_ge_150 + close_up_big + hour_9_10,146,60.27,23.46,36.82,-136.64,-100.0
cci_ge_100 + roc5_ge_1 + vol_ratio_ge_2_0,239,60.25,23.46,36.79,-169.33,-100.0
below_ma50 + macd_below_signal + close_up_big,324,60.19,23.46,36.73,-168.21,-115.0
macd_below_signal + roc5_ge_0_5 + bull_bar,138,60.14,23.46,36.69,-156.99,-95.0
cci_falling + close_down_big + hour_9_10,434,60.14,23.46,36.68,-146.38,-105.0
body_large + close_down_big + hour_9_10,416,60.1,23.46,36.64,-142.78,-100.0
ma50_down + close_up_big + late_night,218,60.09,23.46,36.64,-190.55,-100.0
far_above_ma20 + roc5_ge_1 + vol_ratio_ge_2_0,243,60.08,23.46,36.63,-169.63,-100.0
roc5_ge_1 + bull_bar + close_up_big,268,60.07,23.46,36.62,-170.8,-105.0
body_large + close_up_big + hour_9_10,353,60.06,23.46,36.6,-137.56,-100.0
ma50_down + vol_ratio_ge_1_2 + close_up_big,435,60.0,23.46,36.54,-168.0,-100.0
far_below_ma20 + vol_ratio_ge_2_0 + hour_9_10,315,60.0,23.46,36.54,-143.9,-100.0
bb_width_wide + macd_below_signal + close_up_big,290,60.0,23.46,36.54,-148.88,-105.0
cci_ge_100 + close_up_big + hour_9_10,200,60.0,23.46,36.54,-134.15,-100.0
vol_ratio_ge_2_0 + close_up_big + monday,195,60.0,23.46,36.54,-139.69,-100.0
below_ma20 + roc5_ge_0_5,180,60.0,23.46,36.54,-113.78,-100.0
atr_low + bull_bar + close_up_big,155,60.0,23.46,36.54,-177.48,-110.0
ma50_down + far_above_ma20 + monday,150,60.0,23.46,36.54,-131.43,-100.0
macd_below_signal + close_up_big + friday,110,60.0,23.46,36.54,-184.77,-115.0
rsi_ge_70 + roc5_ge_0_5 + atr_low,95,60.0,23.46,36.54,-154.16,-100.0
far_above_ma20 + vol_ratio_ge_1_2 + low_break_3,85,60.0,23.46,36.54,-157.71,-100.0
ma50_down + close_up_big + hour_13_15,80,60.0,23.46,36.54,-199.25,-112.5
vol_ratio_ge_1_2 + atr_low + close_up_big,80,60.0,23.46,36.54,-204.75,-102.5
ma50_down + close_up_big,704,59.94,23.46,36.49,-165.66,-105.0
ma50_down + close_up + close_up_big,704,59.94,23.46,36.49,-165.66,-105.0
stoch_overbought + close_up_big + hour_9_10,242,59.92,23.46,36.46,-133.22,-100.0
macd_positive_but_weakening + vol_ratio_ge_1_2 + close_down_big,469,59.91,23.46,36.46,-170.12,-105.0
far_below_ma20 + body_large + hour_9_10,354,59.89,23.46,36.43,-138.79,-100.0
ma20_down + below_ma20 + roc5_ge_0_5,177,59.89,23.46,36.43,-114.04,-100.0
vol_ratio_ge_2_0 + bull_bar + close_up_big,675,59.85,23.46,36.4,-159.58,-100.0
far_above_ma20 + roc5_ge_0_5 + hour_9_10,406,59.85,23.46,36.4,-141.91,-105.0
body_large + close_down_big + friday,326,59.82,23.46,36.36,-156.6,-102.5
roc5_ge_0_5 + atr_low + body_large,82,59.76,23.46,36.3,-135.55,-105.0
ma20_down + ma50_down + roc5_ge_0_5,335,59.7,23.46,36.25,-125.84,-100.0
ma50_down + far_above_ma20 + late_night,134,59.7,23.46,36.25,-159.44,-107.5
far_below_ma20 + lower_wick_long + hour_9_10,196,59.69,23.46,36.24,-143.49,-95.0
far_below_ma20 + close_down + hour_9_10,625,59.68,23.46,36.22,-136.86,-100.0
cci_ge_150 + roc5_ge_0_5 + hour_9_10,429,59.67,23.46,36.22,-130.93,-100.0
bb_width_wide + roc5_ge_1 + vol_ratio_ge_2_0,228,59.65,23.46,36.19,-169.8,-100.0
far_below_ma20 + vol_ratio_ge_1_2 + hour_9_10,604,59.6,23.46,36.15,-140.82,-100.0
far_above_ma20 + gap_down + hour_9_10,428,59.58,23.46,36.12,-132.64,-100.0
bear_bar + close_down_big + late_night,549,59.56,23.46,36.11,-154.03,-100.0
body_large + close_up_big + gap_down,692,59.54,23.46,36.08,-165.91,-105.0
vol_ratio_ge_2_0 + body_large + close_up_big,556,59.53,23.46,36.08,-154.84,-100.0
below_ma20 + close_down_big + hour_13_15,126,59.52,23.46,36.07,-206.98,-132.5
rsi_ge_70 + close_up_big + hour_9_10,126,59.52,23.46,36.07,-134.05,-102.5
cci_falling + roc5_ge_0_5 + hour_9_10,321,59.5,23.46,36.05,-139.58,-105.0
vol_ratio_ge_2_0 + close_down_big + hour_9_10,274,59.49,23.46,36.03,-133.05,-100.0
ma20_down + roc5_ge_0_5 + vol_ratio_ge_1_2,116,59.48,23.46,36.03,-165.26,-100.0
ma50_down + far_above_ma20 + roc5_turn_down,222,59.46,23.46,36.0,-124.37,-100.0
rsi_ge_70 + roc5_ge_1 + vol_ratio_ge_2_0,222,59.46,23.46,36.0,-170.86,-100.0
ma50_down + bb_width_wide + close_up_big,365,59.45,23.46,36.0,-145.67,-100.0
below_ma50 + bb_width_wide + close_up_big,323,59.44,23.46,35.99,-151.42,-105.0
far_below_ma20 + bear_bar + hour_9_10,621,59.42,23.46,35.96,-136.64,-95.0
roc5_ge_0_5 + atr_low,197,59.39,23.46,35.93,-151.75,-100.0
roc5_ge_0_5 + vol_ratio_ge_1_5 + hour_9_10,448,59.38,23.46,35.92,-136.91,-100.0
rsi_le_30 + close_down_big + hour_9_10,160,59.38,23.46,35.92,-147.28,-105.0
macd_hist_down + close_down_big + hour_9_10,433,59.35,23.46,35.9,-141.04,-100.0
vol_ratio_ge_2_0 + close_up_big,765,59.35,23.46,35.89,-155.76,-100.0
vol_ratio_ge_1_2 + vol_ratio_ge_2_0 + close_up_big,765,59.35,23.46,35.89,-155.76,-100.0
vol_ratio_ge_1_5 + vol_ratio_ge_2_0 + close_up_big,765,59.35,23.46,35.89,-155.76,-100.0
vol_ratio_ge_2_0 + close_up + close_up_big,765,59.35,23.46,35.89,-155.76,-100.0
vol_ratio_ge_1_2 + close_up_big + gap_down,632,59.34,23.46,35.88,-163.02,-100.0
roc5_ge_0_5 + hour_9_10,661,59.3,23.46,35.85,-135.84,-100.0
atr_low + low_break_3 + close_down_big,113,59.29,23.46,35.84,-163.98,-105.0
far_below_ma20 + atr_high + hour_13_15,140,59.29,23.46,35.83,-201.93,-100.0
vol_ratio_ge_1_5 + close_down_big + hour_13_15,81,59.26,23.46,35.8,-224.51,-110.0
ma20_down + roc5_ge_0_5 + bull_bar,292,59.25,23.46,35.79,-146.32,-95.0
far_below_ma20 + cci_falling + hour_9_10,358,59.22,23.46,35.76,-142.07,-100.0
close_down_big + gap_down + monday,358,59.22,23.46,35.76,-161.2,-105.0
bear_bar + body_large + close_down_big,1471,59.21,23.46,35.76,-157.57,-100.0
low_break_3 + close_down_big + hour_9_10,326,59.2,23.46,35.75,-139.48,-100.0
far_below_ma20 + hour_9_10,875,59.2,23.46,35.74,-141.27,-100.0
below_ma20 + far_below_ma20 + hour_9_10,875,59.2,23.46,35.74,-141.27,-100.0
below_ma20 + roc5_ge_0_5 + bull_bar,125,59.2,23.46,35.74,-139.8,-95.0
ma50_down + far_above_ma20 + stoch_overbought,409,59.17,23.46,35.71,-136.92,-100.0
roc5_ge_0_5 + upper_wick_long + hour_9_10,120,59.17,23.46,35.71,-128.88,-97.5
macd_below_signal + stoch_overbought + close_up_big,93,59.14,23.46,35.68,-141.51,-100.0
below_ma50 + far_below_ma20 + hour_9_10,865,59.08,23.46,35.62,-140.75,-100.0
below_ma50 + close_up_big + gap_up,171,59.06,23.46,35.61,-147.92,-105.0
bb_upper_3_touch + roc5_ge_1 + vol_ratio_ge_2_0,83,59.04,23.46,35.58,-188.31,-105.0
ma20_down + far_below_ma20 + hour_9_10,869,59.03,23.46,35.58,-140.54,-100.0
vol_ratio_ge_2_0 + close_down_big + friday,183,59.02,23.46,35.56,-155.79,-100.0
vol_ratio_ge_1_5 + close_up_big + monday,239,59.0,23.46,35.54,-142.2,-95.0
stoch_dead + close_down_big + friday,212,58.96,23.46,35.51,-154.76,-100.0
vol_ratio_ge_1_5 + close_down_big + gap_down,670,58.96,23.46,35.5,-156.79,-100.0
rsi_ge_75 + vol_ratio_ge_2_0 + close_up_big,307,58.96,23.46,35.5,-147.48,-95.0
far_below_ma20 + gap_down + hour_9_10,465,58.92,23.46,35.47,-145.27,-95.0
below_ma20 + roc5_ge_0_5 + close_up,129,58.91,23.46,35.46,-138.18,-95.0
vol_ratio_ge_1_2 + bear_bar + close_down_big,1326,58.9,23.46,35.44,-163.84,-100.0
roc5_ge_1 + vol_ratio_ge_1_5 + lower_wick_long,90,58.89,23.46,35.43,-196.17,-120.0
far_below_ma20 + bb_lower_2_touch + hour_9_10,338,58.88,23.46,35.42,-135.07,-100.0
far_below_ma20 + cci_falling + hour_11_12,124,58.87,23.46,35.41,-128.59,-92.5
stoch_overbought + vol_ratio_ge_2_0 + close_up_big,559,58.86,23.46,35.4,-152.17,-95.0
roc5_ge_0_5 + high_break_3 + hour_9_10,379,58.84,23.46,35.38,-128.23,-100.0
below_ma50 + close_up_big + late_night,187,58.82,23.46,35.37,-180.51,-100.0
roc5_ge_0_5 + atr_low + high_break_3,119,58.82,23.46,35.37,-143.61,-100.0
roc5_ge_1 + roc5_turn_down + vol_ratio_ge_1_5,102,58.82,23.46,35.37,-170.29,-102.5
atr_low + body_large + close_up_big,131,58.78,23.46,35.32,-172.56,-105.0
vol_ratio_ge_1_5 + atr_high + close_up_big,599,58.76,23.46,35.31,-144.02,-100.0
close_up_big + hour_9_10 + friday,80,58.75,23.46,35.29,-136.06,-110.0
far_below_ma20 + hour_9_10 + friday,143,58.74,23.46,35.29,-112.34,-95.0
roc5_ge_0_5 + roc5_turn_down + gap_down,511,58.71,23.46,35.25,-132.95,-95.0
macd_positive_but_weakening + vol_ratio_ge_2_0 + close_down_big,276,58.7,23.46,35.24,-162.07,-100.0
vol_ratio_ge_1_5 + close_down_big + friday,259,58.69,23.46,35.23,-156.78,-100.0
bull_bar + body_large + close_up_big,1290,58.68,23.46,35.23,-159.05,-100.0
below_ma20 + below_ma50 + roc5_ge_0_5,167,58.68,23.46,35.23,-109.13,-95.0
below_ma20 + close_down_big + hour_9_10,363,58.68,23.46,35.22,-143.43,-100.0
far_below_ma20 + vol_ratio_ge_2_0 + monday,283,58.66,23.46,35.2,-161.71,-100.0
bb_upper_2_touch + close_up_big + hour_9_10,162,58.64,23.46,35.19,-129.04,-97.5
vol_ratio_ge_1_2 + close_down_big + gap_down,824,58.62,23.46,35.16,-162.13,-100.0
vol_ratio_ge_1_5 + lower_wick_long + close_up_big,99,58.59,23.46,35.13,-162.12,-95.0
ma20_down + roc5_ge_0_5 + body_large,169,58.58,23.46,35.12,-148.43,-100.0
far_below_ma20 + macd_below_signal + hour_9_10,852,58.57,23.46,35.11,-139.54,-95.0
roc5_ge_1 + close_up + gap_down,321,58.57,23.46,35.11,-149.53,-100.0
ma50_down + roc5_ge_0_5 + upper_wick_long,152,58.55,23.46,35.1,-124.41,-90.0
far_below_ma20 + bb_width_wide + hour_9_10,767,58.54,23.46,35.08,-138.77,-95.0
far_above_ma20 + close_down + hour_9_10,246,58.54,23.46,35.08,-133.84,-95.0
close_up_big + gap_down,928,58.51,23.46,35.06,-161.41,-100.0
close_up + close_up_big + gap_down,928,58.51,23.46,35.06,-161.41,-100.0
far_below_ma20 + vol_ratio_ge_1_5 + hour_9_10,482,58.51,23.46,35.05,-139.98,-97.5
vol_ratio_ge_2_0 + high_break_3 + close_up_big,648,58.49,23.46,35.03,-151.02,-95.0
ma20_down + close_down_big + hour_13_15,118,58.47,23.46,35.02,-199.49,-115.0
roc5_ge_0_5 + vol_ratio_ge_2_0 + hour_9_10,366,58.47,23.46,35.01,-129.08,-95.0
far_below_ma20 + macd_hist_down + atr_low,130,58.46,23.46,35.01,-161.38,-100.0
far_above_ma20 + bear_bar + hour_9_10,243,58.44,23.46,34.98,-133.87,-95.0
vol_ratio_ge_1_5 + bull_bar + close_up_big,907,58.43,23.46,34.98,-157.87,-100.0
roc5_ge_0_5 + gap_up + hour_9_10,245,58.37,23.46,34.91,-125.39,-100.0
vol_ratio_ge_2_0 + bear_bar + close_down_big,809,58.34,23.46,34.89,-150.44,-100.0
rsi_ge_70 + vol_ratio_ge_2_0 + close_up_big,384,58.33,23.46,34.88,-147.98,-95.0
vol_ratio_ge_1_2 + close_down_big + friday,312,58.33,23.46,34.88,-154.09,-100.0
ma20_down + roc5_ge_0_5 + close_up,300,58.33,23.46,34.88,-143.85,-95.0
roc5_ge_1 + vol_ratio_ge_1_5 + high_break_3,240,58.33,23.46,34.88,-156.9,-100.0
far_below_ma20 + close_up + hour_9_10,228,58.33,23.46,34.88,-154.78,-112.5
macd_below_signal + close_up_big + late_night,168,58.33,23.46,34.88,-179.43,-110.0
below_ma20 + macd_below_signal + roc5_ge_0_5,108,58.33,23.46,34.88,-137.13,-95.0
ma50_down + far_below_ma20 + hour_9_10,830,58.31,23.46,34.86,-140.1,-95.0
macd_positive_but_weakening + vol_ratio_ge_1_5 + close_down_big,379,58.31,23.46,34.86,-155.2,-100.0
bull_bar + close_up_big + monday,343,58.31,23.46,34.85,-149.31,-95.0
body_large + close_down_big + gap_down,873,58.3,23.46,34.85,-155.99,-100.0
ma50_down + below_ma20 + roc5_ge_0_5,163,58.28,23.46,34.83,-104.26,-95.0
ma50_down + roc5_ge_0_5 + gap_down,453,58.28,23.46,34.82,-150.41,-95.0
roc5_ge_0_5 + gap_down + monday,429,58.28,23.46,34.82,-116.93,-95.0
vol_ratio_ge_2_0 + close_up_big + gap_up,314,58.28,23.46,34.82,-156.45,-95.0
macd_positive_but_weakening + roc5_ge_0_5 + hour_9_10,91,58.24,23.46,34.79,-154.4,-100.0
far_below_ma20 + atr_high + hour_9_10,613,58.24,23.46,34.78,-140.07,-95.0
atr_high + close_down_big + friday,225,58.22,23.46,34.77,-147.76,-95.0
far_above_ma20 + vol_ratio_ge_1_2 + hour_9_10,584,58.22,23.46,34.76,-134.49,-100.0
vol_ratio_ge_1_5 + body_large + close_up_big,756,58.2,23.46,34.74,-152.16,-100.0
ma50_down + far_above_ma20 + body_small,122,58.2,23.46,34.74,-125.2,-90.0
atr_high + close_down_big + hour_9_10,299,58.19,23.46,34.74,-148.09,-105.0
roc5_ge_0_5 + hour_9_10 + monday,177,58.19,23.46,34.74,-132.54,-95.0
vol_ratio_ge_1_5 + bear_bar + close_down_big,1093,58.19,23.46,34.73,-154.8,-100.0
macd_hist_down + roc5_ge_0_5 + hour_9_10,98,58.16,23.46,34.71,-156.02,-97.5
far_below_ma20 + rsi_le_30 + hour_9_10,736,58.15,23.46,34.7,-136.05,-95.0
stoch_overbought + roc5_ge_1 + vol_ratio_ge_2_0,215,58.14,23.46,34.68,-162.67,-100.0
atr_high + body_large + close_up_big,666,58.11,23.46,34.65,-144.81,-100.0
macd_below_signal + roc5_ge_0_5 + close_up,148,58.11,23.46,34.65,-151.55,-95.0
roc5_ge_1 + vol_ratio_ge_2_0 + atr_high,210,58.1,23.46,34.64,-164.38,-100.0
macd_below_signal + roc5_ge_0_5 + atr_high,105,58.1,23.46,34.64,-154.52,-100.0
body_large + close_down_big + monday,346,58.09,23.46,34.64,-159.91,-102.5
ma50_down + far_above_ma20 + body_large,198,58.08,23.46,34.62,-158.76,-105.0
ma50_down + atr_low + close_up_big,81,58.02,23.46,34.57,-197.65,-95.0
far_below_ma20 + macd_hist_down + hour_9_10,524,58.02,23.46,34.56,-133.89,-95.0
below_ma50 + roc5_ge_0_5 + gap_down,293,58.02,23.46,34.56,-129.52,-100.0
bear_bar + close_down_big,1829,58.01,23.46,34.55,-158.38,-100.0
bear_bar + close_down + close_down_big,1829,58.01,23.46,34.55,-158.38,-100.0
far_below_ma20 + bull_bar + hour_9_10,231,58.01,23.46,34.55,-153.25,-105.0
vol_ratio_ge_2_0 + close_down_big + monday,200,58.0,23.46,34.54,-147.22,-102.5
ma50_down + roc5_ge_0_5 + vol_ratio_ge_2_0,88,57.95,23.46,34.5,-137.39,-90.0
macd_below_signal + roc5_ge_0_5 + gap_down,107,57.94,23.46,34.49,-150.75,-95.0
below_ma50 + close_down_big + hour_9_10,335,57.91,23.46,34.45,-140.46,-100.0
rsi_ge_75 + roc5_ge_1 + vol_ratio_ge_2_0,209,57.89,23.46,34.44,-165.77,-100.0
stoch_overbought + roc5_ge_0_5 + hour_9_10,527,57.87,23.46,34.42,-131.71,-100.0
far_below_ma20 + rsi_le_30 + hour_13_15,242,57.85,23.46,34.4,-208.37,-102.5
roc5_ge_0_5 + atr_high + hour_9_10,446,57.85,23.46,34.39,-137.3,-100.0
roc5_ge_0_5 + vol_ratio_ge_2_0 + high_break_3,574,57.84,23.46,34.38,-138.03,-95.0
macd_below_signal + high_break_3 + close_up_big,256,57.81,23.46,34.36,-146.41,-100.0
far_above_ma20 + cci_ge_150 + hour_9_10,412,57.77,23.46,34.31,-128.16,-100.0
far_above_ma20 + vol_ratio_ge_2_0 + lower_wick_long,161,57.76,23.46,34.31,-170.87,-100.0
vol_ratio_ge_1_2 + bull_bar + close_up_big,1100,57.73,23.46,34.27,-157.81,-95.0
roc5_turn_down + bear_bar + close_down_big,1755,57.72,23.46,34.26,-156.05,-100.0
ma20_down + close_down_big + hour_9_10,324,57.72,23.46,34.26,-143.21,-100.0
ma50_down + roc5_ge_0_5 + vol_ratio_ge_1_5,149,57.72,23.46,34.26,-142.62,-95.0
roc5_ge_1 + vol_ratio_ge_1_5 + bull_bar,253,57.71,23.46,34.25,-160.0,-100.0
roc5_ge_0_5 + vol_ratio_ge_2_0 + bull_bar,636,57.7,23.46,34.25,-144.32,-95.0
vol_ratio_ge_2_0 + close_up_big + late_night,130,57.69,23.46,34.24,-191.65,-97.5
close_down_big + friday,425,57.65,23.46,34.19,-147.55,-95.0
close_down + close_down_big + friday,425,57.65,23.46,34.19,-147.55,-95.0
bb_lower_2_touch + close_down_big + hour_9_10,184,57.61,23.46,34.15,-133.51,-100.0
roc5_ge_0_5 + bull_bar + hour_9_10,500,57.6,23.46,34.14,-130.5,-100.0
far_above_ma20 + vol_ratio_ge_1_5 + close_up_big,403,57.57,23.46,34.11,-144.33,-95.0
roc5_ge_0_5 + close_up_big + gap_down,377,57.56,23.46,34.1,-144.44,-95.0
ma50_down + stoch_overbought + close_up_big,278,57.55,23.46,34.1,-161.98,-95.0
vol_ratio_ge_1_2 + close_up_big + monday,278,57.55,23.46,34.1,-144.06,-95.0
cci_falling + roc5_ge_1 + vol_ratio_ge_2_0,139,57.55,23.46,34.1,-157.59,-95.0
bb_upper_2_touch + roc5_ge_0_5 + hour_9_10,351,57.55,23.46,34.09,-123.68,-100.0
ma50_down + roc5_ge_0_5 + vol_ratio_ge_1_2,259,57.53,23.46,34.07,-181.68,-95.0
roc5_turn_down + close_down_big + friday,412,57.52,23.46,34.07,-147.73,-90.0
roc5_ge_0_5 + body_small + hour_9_10,153,57.52,23.46,34.06,-125.75,-90.0
macd_hist_down + close_down_big + friday,409,57.46,23.46,34.0,-144.22,-90.0
bb_width_wide + roc5_ge_0_5 + hour_9_10,491,57.43,23.46,33.98,-128.5,-95.0
ma50_down + far_above_ma20 + macd_positive_but_weakening,148,57.43,23.46,33.98,-118.51,-95.0
atr_high + close_up_big + gap_down,458,57.42,23.46,33.97,-150.12,-100.0
far_above_ma20 + bb_upper_3_touch + vol_ratio_ge_2_0,216,57.41,23.46,33.95,-152.27,-90.0
ma50_down + close_down_big + hour_9_10,298,57.38,23.46,33.93,-141.44,-100.0
roc5_ge_0_5 + vol_ratio_ge_2_0 + close_up,699,57.37,23.46,33.91,-142.56,-90.0
below_ma50 + roc5_ge_0_5,448,57.37,23.46,33.91,-128.73,-95.0
cci_falling + bear_bar + close_down_big,1705,57.36,23.46,33.9,-153.63,-100.0
roc5_ge_1 + vol_ratio_ge_1_5 + close_up,307,57.33,23.46,33.87,-156.01,-100.0
roc5_ge_1 + vol_ratio_ge_1_2 + close_up_big,239,57.32,23.46,33.87,-169.77,-100.0
macd_hist_down + bear_bar + close_down_big,1712,57.3,23.46,33.85,-155.3,-100.0
far_below_ma20 + body_small + hour_11_12,89,57.3,23.46,33.85,-119.55,-90.0
vol_ratio_ge_1_5 + close_up_big,1042,57.29,23.46,33.84,-151.49,-95.0
vol_ratio_ge_1_2 + vol_ratio_ge_1_5 + close_up_big,1042,57.29,23.46,33.84,-151.49,-95.0
vol_ratio_ge_1_5 + close_up + close_up_big,1042,57.29,23.46,33.84,-151.49,-95.0
roc5_ge_0_5 + close_up + hour_9_10,501,57.29,23.46,33.83,-129.27,-100.0
far_below_ma20 + vol_ratio_ge_2_0 + close_up,199,57.29,23.46,33.83,-152.64,-95.0
below_ma50 + bb_width_wide + roc5_ge_0_5,255,57.25,23.46,33.8,-114.2,-95.0
roc5_ge_0_5 + vol_ratio_ge_2_0 + body_large,414,57.25,23.46,33.79,-138.8,-95.0
below_ma20 + high_break_3 + close_up_big,145,57.24,23.46,33.79,-144.14,-115.0
roc5_ge_0_5 + vol_ratio_ge_1_5 + close_up_big,449,57.24,23.46,33.78,-145.92,-95.0
below_ma20 + bb_width_wide + roc5_ge_0_5,152,57.24,23.46,33.78,-101.28,-95.0
vol_ratio_ge_1_2 + body_large + close_down_big,1141,57.23,23.46,33.77,-153.42,-95.0
vol_ratio_ge_1_2 + body_large + close_up_big,928,57.22,23.46,33.76,-152.09,-95.0
atr_high + bull_bar + close_up_big,790,57.22,23.46,33.76,-148.11,-95.0
stoch_dead + close_down_big + hour_9_10,236,57.2,23.46,33.75,-144.13,-95.0
roc5_ge_0_5 + vol_ratio_ge_1_5 + monday,320,57.19,23.46,33.73,-142.52,-95.0
